question,answer
I would like to arrive to Cambridge from Broxbourne and would like to leave after 15:45.,"A train is leaving Broxbourne at 16:32, arriving Cambridge at 17:32. Shall I book a seat for you?"
Yes. I actually need 3 seats,The booking was successful. Your reference number is Y25Y52KM .
Can you find me a place to stay in the centre. I don't need internet.,"I'm sorry, I'm not finding any matches, would you like to try something else?"
No thank you I will call back,Ok. Is there anything else you need? Information about attractions or a restaurant reservation perhaps?
"Well, I do need a place to stay. How about one with free wifi in the centre of town?",Do you mind if it's a guest house? The Alexander Bed and Breakfast is an inexpensive 4 star guesthouse offering both free wifi and free parking.
Can you help me find a train going to the stansted airport leaving after 18:45?,What day will you be traveling and from where?
I will be departing on Thursday from Cambridge.,The earliest train is TR9030. It will depart at 19:40 and arrive at the airport at 20:08. The price is 10.10 pounds. Would you like to book?
I'm not very good with numbers. Can you tell me the travel time of that leg?,Travel time is 28 minutes. Would you like reservations?
No. Not interested in making a reservation but you can help me find a restaurant that serves Belgian food in the centre,"I'm sorry, we don't have any Belgian restaurants. Would you like to try a different type?"
I'm looking for a train. The train should arrive by 21:30 and should go to bishops stortford.,What day will you be traveling?
I would like to travel on Monday.,There are 8 trains that match your search. Shall I choose one to book?
"Yes, please choose the one closest to my arrival time.",I recommend the TR8244 which leaves at 19:29. How many seats do you want me to reserve for you and your party?
I'm looking for a place to eat in the centre of town.,There are a lot of great places to eat in the Centre. Do you have a type of food in mind?
Can you look up greek food please?,I do not have any Greek in the Centre. Do you have anything else in mind?
What about Mediterranean food?,There's 3 restaurants that match that criteria. What's your price range?
My price range is $50 to $75 dollars for 2 people. I would also like something that is walking distance from my hotel.,"The gardenia seems to match your criteria, it is the cheap price range and in the centre, as is your hotel. Would you like a table booked?"
"Yes, please. Can you make a reservation on Tuesday at 12:15? Table for 8.","Sure thing, I will work on getting this booked for you."
I need a train to Kings Lynn.,What day would you be wanting to travel?
Friday please. From Cambridge leaving after 17:00,The earliest train leaving after 17:00 on Friday leaves at 17:11. Would you like me to book this train for you?
Can you give me the train ID on that one please?,That would be TR9226
"Book it, please. I need a single ticket.",You have been booked for the train. Your reference number is 0UIC4MX9 . Can I help you with anything else?
I am looking for a restaurant in the east that serves international food.,The the missing sock fits that criteria and is in the cheap price range. How else can I assist you?
Is there one in the expensive?,No. There are two moderately priced restaurants with international cuisine in the centre of town. Would you like to hear about those?
I am looking for a guesthouse that has free wifi.,Do you have a price range or specific area?
"Area is not important, thanks!","My favorite guesthouse is the Acorn Guest House, in the north. 4 stars and moderately-priced. Would you like a room there?"
That sounds great. I'll need a room for 6 people and 3 nights starting from friday.,Alright! I have made your requested booking and the reference number is P6W6XFMK . Is there anything else I can help you with?
That's all I need for now. Thanks!,You are very welcome! Have a great day!
i want to book a taxi,"Of course, let me help you with that. From where will you be departing?"
I will be departing from frankie and bennys.,"Okay, great, and do you know your destination and when you want to leave or arrive by?"
I'm looking for a train that runs on Tuesday.,"Sounds good, Where will you be arriving from and going to?"
I will be departing from london liverpool street and arriving at cambridge.,I have many travel time to choose from. Do you have a preferred travel time?
I want to leave after 14:45.,The TR5245 leaves London Liverpool Street at 15:39 and gets into Cambridge at 17:07. Would you like me to book it for you?
That sounds great. Will you make a booking for 5 people please? And I'd like the reference number for my records.,Ok I will book it for you for 6 people
Actually I only need it for 5 people and I will need a reference number.,"Booking was successful, the total fee is 83 GBP payable at the station. Reference number is : 7F4OHHP6 Payable at the desk, any other questions today?"
"Yes, I need to find a train departing from Broxbourne and going to Cambridge.",What day and time would you like to travel?
On Saturday. I would like to leave after eight thirty.,I have a train leaving at 8:32 and arriving at 9:32. Would you like me to book that for you?
Yes please that works for me.,Your booking was successful. The total fee will be 14.32 GBP with reference #EAFSM2S0 .
Great. I am also looking for some entertainment in the centre of town. Any ideas?,I have over 40 different choices. Can you tell me what you would like to see or do in order to narrow down the search?
Hi! Can you help me find a train? I need to travel on Thursday.,I can absolutely help you with that! Can you please tell me where you will be departing from and the destination?
I'm departing Cambridge Thursday and want to arrive in Stevenage by 8:00.,I have one train leaving at 05:21 and arriving at 06:10. Would you like me to book a ticket for you?
What is the price and travel time for this particular train?,The price is 12.80 pounds and the duration of the train ride is 49 minutes.
Thank you. Can you also find me a museum to go to?,"There are several fine museums to visit, what area of town would you like?"
I am looking for an expensive place to dine in the centre of town.,Great Kymmoy is in the centre of town and expensive.
I want to book a table for 3 people at 14:00 on Saturday.,Booking was successful. The table will be reserved for 15 minutes. Reference number is : VBPWAD3J .
Thank you so much. I would also like to find a train to take me to Kings Lynn by 10:15.,There are 35 departures with those criteria. What time do you want to leave?
Please help me find a train that leaves Norwich after 5:45 PM. Thanks.,Certainly what day will you need that?
I would like to travel on Saturday please.,"Train TR2970 should work for you, would you like me to book you passage?"
yes book for me fo 3 people and provide me with reference number,I was able to book 3 tickets it will be 45.24 GBP you can pay at the station. The reference number is YVQA5ZCC . Anything else I can help with?
"Hey there, I need a train from stevenage that leaves after 09:45. Can you help?","I would be happy to help with your request, what is your destination and what day will you be leaving?"
We are going to cambridge and would like to leave on monday after 09:45. Thanks for your help.,Would a train departing at 09:54 work for you?
"That sounds great! Could you give me the arrival time, travel time, and train ID as well?","Sure. It's train TR8265, arrives at 10:43 in Cambridge and has a duration of 49 minutes. Can I book you seat?"
Maybe later. I am also looking for an expensive restaurant.,There are many expensive restaurants in the city. Do you have an area or type of cuisine that you'd prefer?
I'd like to find an attraction to visit on the west side of town.,"There are 13 options, any specific preferences?"
"Yes, I am looking for cinemas and museums.","There are no cinemas on the west side, but I have several museums. The Lynne Strover Gallery is a great place, and it's free to get in."
What train go there from Cambridge?,What day and time are you looking at? I can help you find a train if I know that.
Can you give me the postcode to the museum and I will be traveling on tuesday.,The postcode is cb30aq. What time are you looking at?
"Yes, I need a train to Kings Cross on Tuesday.",Okay. Where are you departing from?
The main City Hall,I don't show that there are any trains departing from City Hall. Would you like another departure site?
"Yes, please. I will departing from Cambridge.",And what time would you like to leave or arrive by?
I need to leave by 17:00.,There is a train at 17:00 going to Kings Cross. Would you like to book a ticket on that one?
I apologize. I meant to say that I need to leave sometime after 11:30.,Is there a time you need to arrive by?
Hi I am looking for a train that will arrive by 08:15 and leave on monday.,There are several trains arriving by 08:15 on Monday? Where would you like to leave from and arrive?
It should leave from stansted airport and arrive at cambridge.,"I have train TR9641 that arrives at 07:52,what time are you wanting to leave?"
Please give me the last train to arrive by 08:15. I will need two tickets.,"That would be TR9641. the booking was successful, the total fee is 20.2 GBP payable at the station. Your reference number is: SLW0BCJI . Can I do anything else for you?"
I'm looking for a place to go on the west side of town.,There is a free attraction at all saints church.
I'm looking for a chinese restaurant.,There are many Chinese restaurants do you have a price range or an area you'd like to eat at?
I would like the expensive price range.,We have 9 expensive Chinese restaurants across town. Do you prefer a specific area of town?
"I don't have a preference, just give me the phone number of the one you would recommend.",I like the good luck chinese food takeaway. The phone is 01223244149. What else can I do for you?
I need to catch a train to London kings cross. I need to get there by 09:15. Can you find me one?,I will need your departure location and day of travel to complete the request.
"OKay, I will be leaving from Ely.",What day would you like to travel?
I need a train to Peterborough that will be there no later than 17:15.,"I have several choices, do you have a time for your departure?"
I am looking for a train arriving in Peterborough.,And where will you be leaving from?
I'll be leaving Cambridge on Sunday.,I have train TR1086 that leaves at 16:06 and will have you in Peterborough at 16:56. Would this work for you?
I'm looking for a hotel in the centre that has free wifi.,There are five options in the centre with internet. Are you looking for a particular kind of lodging?
"Yes, I would like a place to stay that is rated with four stars and moderately priced.",I'm afraid I don't see any. What about something else?
Can you try another area please?,no i wanted this specific one.
"Is there anything in the centre with free parking and wifi, for cheap?",I have the alexander bed and breakfast it is cheap and offers free wifi and parking.
I need information on trains leaving on Friday.,"Ok, there are many trains that day. Do you know your destination?"
I'm going from Ely to Cambridge.,What time would you like to leave by?
"If at all possible, I would like to leave after 16:45.",I have train TR2759 leaving at 17:35 and arriving by 17:52. Would you like to make reservations?
I need to find a train that will arrive cambridge by 13:45 on friday,"sure, where are you departing from?"
I'm departing from cambridge and want to go to birmingham new street,the tr7195 will get you there by 12:08 how many tickets please?
"Well, first, what is the departure time, price and travel time? It sounds like it will work.","Sorry, that was the TR6668, not TR7195, arrives by 12:44, duration of the trip is 163 minutes and the price is 75.10 pounds."
"Is there such a train that leaves to cambridge, might I include on a tuesday?",Do you have a station you would prefer to depart from?
Yes. I want to leave from london kings cross.,There are 10 trains that meet your needs. The earliest leaves at 05:17 and the latest leaves at 23:17. Is there a time of day you prefer?
I would like to leave on tuesday after 10:30.,I have TR7850 that leaves at 11:17 and will arrive in Cambridge at 12:08. Would that suit your needs?
"May I get the travel time for that train, please?",Absolutely! The travel time is 51 minutes!
I'm coming to town from Ely and want to book a train.,"There are plenty of options, what date and time will you need this service?"
I need arrive at cambridge by 10:45.,There are 21 possible trains with the TR2704 arriving closest to your desired time at 09:52. Would you like to book a seat?
"Yes, please book a seat.","Ok, it'll be 4.40 pounds per ticket. How many tickets do you want?"
I need to make a booking for 8 people.,"Here is the information-Booking was successful, the total fee is 35.2 GBP payable at the station . Reference number is : LWIXNE3T ."
I'm looking for a train that leaves on Thursday after 21:30.,Where will you be traveling to?
I will be going to Broxbourne.,"I have 2 trains going to broxbourne, do you have an arrival time preference?"
i just want to leave after 21:30,Will an arrival time of 22:01 work for you?
"Yes, that would be fine. I'll need the price and travel time for that, please.",will you be leaving cambridge?
i am looking for a train. The train should go to broxbourne and should leave on sunday,Yes there are several trains available. What is your departure site and arrival and departure times.
I'd like to leave from Cambridge to arrive at Broxbourne by 10:45.,TR2941 arrives at 10:01.
"Could I get the price, departure time and train ID?","Yes, train TR2941, departing Cambridge at 9:01 will cost 14.32 pounds per ticket."
Great. I also need a moderate hotel in the south.,"There are no results matching your request. Would another location be okay, or perhaps a different price range?"
Can you suggest something with free wifi and a 3 star rating? I'm open to less expensive price ranges.,"There is the lensfield hotel but it is in the expensive price range, would you like me to try another area?"
I would like something in the moderate price range.,"Would a guesthouse be ok? I have a 3 star, moderately priced guesthouse in the south with wifi."
Can you help me find information on a hotel called allenbell?,"The Allenbell Hotel is a 4 star guesthouse hotel, the price range is cheap. Internet and parking are available. Would you like to book a room?"
"I need a room there for 8 on saturday, and staying two nights, I'll need the reference number too please",I've scheduled your booking at the Allenbell on Saturday for 2 nights for 8 people. The Reference number is : WBD98WJA .
I also need a train from stansted airport and go to cambridge.,"All trains leave on friday, what time is the depature and arrival?"
I am planning a trip and need to book a train to Birmingham.,When would you like to leave?
I would like it to leave after 11:45.,What day will you be travelling on?
I need to leave on Sunday and depart from Cambridge. What will my arrival time be?,I have train TR0686 leaving sunday at 12:01 and arriving at 14:44. Would you like to book that?
I'm looking for boat attractions in the centre area of town.,"There are 2 boat attractions named ""scudamores punting co"" and ""the cambridge punter."""
Let's go with the cambridge punter. May I get the phone number to that please?,The phone number to the cambridge punter is 07807718591. Do you have any other questions about this location?
I am also looking for a train leaving from leicester to cambridge.,There are over 100 trains from which to choose. What day and time would you like to travel?
I was wondering if there is a French restaurant here in Cambridge?,"I'm sorry, but there seems to be an error. Can you please restate your request?"
"Yes, I'm looking for a museum in the center of town.","There are 11 museums in the centre area. There is Cambridge Contemporary Art. Is that acceptable, or do you have other criteria?"
That sounds interesting. What is the entrance fee for the museum?,That is free to enter.
I'm also looking for a train to London Kings Cross.,There are plenty of trains that will take you to London Kings Cross. May I ask what day and time you would like to take this train?
"I'm looking for a train that goes to cambridge, leaving after 12:30 on monday",From where will you be departing?
I am leaving from Ely.,I have the TR4849 train leaving Ely at 13:35 on Monday.
"What will be my arrival time in Cambridge and what is the ticket price, please?",The price is 4.40 pounds. You will arrive at 13:52.
"Perfect, could you also assist me in finding a place to stay?",I sure can. What area would you like to stay?
I'm looking for an attraction called whale of a time.,"Yes, Whale of a Time is entertainment located in the west on Unit 8, Viking Way, Bar Hill. Their phone number is 01954781018."
What is the postcode?,The postcode is cb238el
Great Thank you. I also need to look for a train departing from Ely to Cambridge on a Tuesday.,I can help with that. What time did you need to travel?
I need to leave after 11:30 please.,"The TR3412 leaves at 11:35, arriving at 11:52. Will that work?"
I would like to book a train for Tuesday at 18:45 departing at bishops stortford and arrive at Cambridge.,What time would you like to arrive by?
I just need to leave after 18:45.,"The TR9286 train goes from bishops stortford to cambridge on Tuesday at 19:29, Shall I book that for one person?"
I am looking for information in Cambridge.,What area would you like to stay? And do you have a pricerange?
i would like to stay in the north and looking for something with 4 stars,Do you need internet or parking?
I do need parking. Is there anything available?,"Yes, there are 7 hotels available. I'd recommend the acorn guest house. Would you like a room?"
book for 4 people and 4 nights from wednsday,Booking was successful. Reference number is : UN9VHM37 . Anything else I can help you with today?
I need a train out to London Liverpool Street on Saturday.,What time do you need to leave on Saturday?
"I'd like to leave sometime after 16:15, leaving from Cambridge.",The first train after 16:15 TR8824 leaves at 17:59. Shall I book it for you?
Can you tell me how much that will cost and how long the journey is?,"Yes, it will cost 13.28 pounds and take approximately 88 minutes. Would you like me to book it for you?"
"looking for a train in Cambridge,should depart from stansted airport and should leave on saturday",We have 19 trains that may suit your needs. Is there a particular time you are looking to leave or arrive by?
"YES, COULD YOU PLEASE FIND ME A TRAIN FOR 10:PM TONIGHT? I PLAN ON GETTING ONE TONIGHT,SO I CAN ARRIVE BY MID-NIGHT.THIS WILL ALLOW ME TO GO RIGHT TO SLEEP.",Of course! Train TR0446 leaves at 20:24 and arrives by 20:52. Would you like to book a ticket?
"Yes, thanks. I just need 1 ticket for myself.","Your reference number is 6ULUC5LP, is there anything else I can help you with?"
Can you help me find a place to stay in the cheap price range with free wifi?,"I'd be happy to find that for you. What are of the city would you like to be in, and do you prefer a hotel or a guesthouse?"
Can you help me find a museum?,Certainly! There are 23 great museums to visit. Are you looking for a specific area of town?
Not really. Which is your favorite?,My favorite is the Williams Art and Antiques. They are in the centre of town and offer free entrance. Would you like more information on it?
Yes adress and phone number please,"The address is gwydir street, no. 5 dale's brewery, phone number is 01223311687. Anything else I can help you with?"
I'm also looking for a train that goes to Cambridge on Thursday.,Where are you leaving from? Is there a specific arrival or departure time that you need?
I need to book a train that leaves Cambridge after 17:30.,There are several trains that leave Cambridge after 17:30. Can you please tell me your destination so I can find the most appropriate one for you?
I would like to go to Norwich.,"There are 49 trains, do you have a preferred day?"
I need to leave on Sunday please.,TR1975 leaves at 17:36 and arrives by 18:55. Is that okay?
"Yes, what is the travel time and price for that train?",The travel time is 79 minutes and the cost of the ticket is 14.08 pounds.
Are there any museums on the West side?,"Yes, there are 7! What type of museum would you like to visit?"
pick one for me and i would need the address and entrance fee,"people's portraits exhibition at girton college has free entrance and is located at girton college, huntingdon road, can i give you the phone number?"
No that's all I needed. Can you find me a train that arrives to Cambridge by 8:45 from Norwich?,I have many options that meet that criteria. Would you like to narrow it down by departure time or day of travel?
I am looking for a train.,Alright. Where are you headed?
I'm head to Leicester from Cambridge on Saturday.,What time are you planning to leave?
Anytime after 8:45.,TR3371 leaves at 09:21 and arrives at 11:06. It is 30.24 pounds. Would you be interested in that?
I meant to say I want to leave after 20:45.,"Great, I have TR9209 that meets your criteria and is 30.24 pounds. Would you like me to book it?"
I am looking for a train leaving from Birmingham New Street and arriving by 16:00.,There is a train every hour from Birmingham New Street to Cambridge starting at 5:40. It costs 75.10 pounds and is 163 minutes.
"I think that would be too late. I also need it on Monday, not right now.",On Monday the TR3734 arrives by 15:23. Would you like to book some tickets for that? Or perhaps an earlier train if you think that's cutting it too fine.
"I think that would be good, can you get me 4 tickets?",Booking was successful. The total fee is 300.39 GBP payable at the station. The reference number is GXTXW2EM . Is there anything else I can help with?
I also need a restaurant in the expensive price range and should serve european food,"OK, I have a few options, what side of town would you like that on?"
I'm looking for a place to go to in the centre that has entertainment. Can you help?,"There is no entertainment in the centre, did you have something else in mind?"
How about architecture?,There are five architecture attraction in the Centre. Do you care about the entry fee?
I need a train that leaves cambridge on monday after 09:15,Where will you be going?
I will be going to ely.,"TR8399 leaves Cambridge at 09:50 and arrives by 10:07, does this suit your needs?"
"Yes, that will be sufficient.",Would you like me to book this for you?
"Yes, please book it for me.",I will work on that now and be back with you in a moment.
"On second thought, a booking will not be necessary now. The train ID you supplied is sufficient. I am looking for places to go while I'm in town.",No problem. What type of attraction are you interested in? There is lots to do here.
I'm heading out of Cambridge on Sunday. Please find me a train,Ok. And where is your destination?
I would like to go to London Liverpool Street and arrive at 17:45 on Sunday.,Train TR0189 Arrives at London Liverpool Street at 17:27. Would you like to reserve a ticket?
No thanks.,"Okay, anything else I can help you with?"
I'm looking for a place to stay. Please list all hotels in the north that include free wifi.,"I have two hotels that match that criteria, the Ashley Hotel and the Lovell Lodge. They are both hotels."
Which one is cheap?,There are no hotels in the north in the cheap price range. Both of these hotels are moderately priced. Can I check another area for you?
None in the north that are cheap?,"No, none of them are cheap in the north. Would you like to change your criteria?"
Try a different area.,The Cambridge belfry is available in the west.
That sounds good can you book 8 people for 4 nights from thursday?,You're all set at The Cambridge Belfry. Your reference number is : LEMRQ8IA . Anything else I can assist you with today?
"I'm looking for information on a hotel, the carolina bed and breakfast.",Its a moderately priced four start hotel with internet. Do you need any more info?
Can you book it for me?,Yes. When would you like me to book it for and how many people?
I need to book a train for Monday.,Where are you departing from?
I would like to depart from Peterborough going to Cambridge.,I have 38 trains that meet your criteria. Did you have a preferred departure time?
Ideally it should leave after 13:45.,TR9063 leaves at 13:48. Would you like to book it? The next departure is at 14:19.
"Possibly, what is the price, arrival time, and travel time for TR9063?","TR9063 arrives in Cambridge at 14:38. Total travel time is 50 minutes, and the fee is 16.50 GBP per ticket."
"Ok, thanks for that information. I would also need assistance finding a hotel in the north part of town.",There are 13 hotels in the north of town. Do you have a price range or star preference?
I'm looking for a cheap restaurant that serves portugese food.,"I have 2, one in the south and one in the centre of town. Both are cheap and serve portuguese food."
Could you book a reservation for me? I would like a reservation for 6 people at 14:00 on Wednesday. May I also have the reference number?,I have reserved your table. Your reference number is TRQQXOBM .
"Thanks for that, I am also looking for a train that should arrive by 14:15 and should leave on Thursday.",Where are you traveling to and from?
I am traveling from Cambridge to Peterborough.,We have many trains that fit your needs. The latest one you could take would be the TR9792 which would have you arriving at 13:56.
"OK, thanks. When does that train depart?",The train departs Cambridge at 13:06.
Can you help me find a train from cambridge?,I have many trains available. What is your destination and day you would like to travel?
I am travelling to london liverpool street on Monday,Do you have a particular time you would like to travel?
"london liverpool street and should leave after 17:00, I need you to book it for 7 people and a reference number please","TR7092 leaves at 17:59, will this be ok?"
That sounds great. Please book it for me.,"Okay, your booking was successful. The total fee is 116.2 GBP. You can pay this at the station. Your reference number is 2SDPSULR ."
Thank you. I'm also looking for a place to stay. I'd like a guest house that's expensive with a star of 4.,I'm sorry there aren't any matches. Would you like to try something in the moderate price range?
How about a cheap place instead?,"There are 7 choices in the cheap price range, are there any preferences?"
Where's the train that leaves around 14:45? It should also be going to cambridge as well.,"I need more info on the departure site, date and time, please"
I want to leave from Stevenage on Thursday.,The TR1596 leaves stevenage at 15:54.
How long is the travel time?,The travel time is 49 minutes for that route. Is there anything else I can help with today?
i'm also looking for stuff to do while i'm there.,I can help with that. Is there a certain type or location you are looking for these attractions?
I'm looking for a restaurant called The Nirala. Can you tell me where it is?,It's located at 7 Milton Road Chesterton. Would you like me to book a table?
Could you please book a table for 2 at 14:45 on Wednesday,You're all set! Your reference number is QMY8NA1T . Do you need anything else?
I need a train from Cambridge as well.,Sure! What is your destination?
I am going to london kings cross on saturday,I have a train that leaves at 5:00 on Saturday. Would you like me to book it for you?
The train needs to arrive by 16:45,Okay there are 6 trains that match. Shall I complete a booking?
I am looking to book a train ticket. It needs to arrive by 11:00 and it has to leave on Saturday,I can help you find the right train. What are your departure and arrival stations?
I want to go to london kings cross and would depart from cambridge.,"TR2138 arrives in london kings cross by 9:51 on Saturday, departing Cambridge at 9:00. Does this sound like what you're looking for?"
Yes! Can you book it for me?,"Booking was successful, the total fee is 18.88 GBP, payable at the station. Reference number is MTL1SC10 . Thank you and have a nice day!"
"Actually I also need a place to stay in the east section, I need to have free parking wherever it is.","We have 5 guesthouses and 1 hotel, that offers free parking on the Eastside. do you have a price range you're looking for?"
"I am open to price, I would like it to have a 3-star rating and free wifi included.","I do not see an available hotel with 3 stars and wifi at this time. There is a 4 star guesthouse with wifi, would that do?"
I need to find a guesthouse with a moderate price range. Any places to stay?,"We have many hotels that fit your needs, is there a specific area you're looking at?"
something that has free wifi,Acorn guest house fits your needs. Would you like me to book your stay?
Do they have free parking? What area is it located?,It's in the north area and they do have parking.
Excellent. I also need a train to ely.,Are you sure you don't need me to book your hotel for you?
I'm looking for train information that leaves broxbourne after 0800. Can you help?,The TR3005 train leaves Broxbourne on Friday at 8:32 and will arrived at Cambridge at 9:32. Would you like me to book you?
"Yes, please! That would be great. Thank you!",How many tickets do you need?
I only need one ticket.,"I have booked a ticket for one and here is the information-Booking was successful, the total fee is 17.89 GBP payable at the station . Reference number is : DFSN06MO ."
I also need a cheap place to stay with free parking.,There are several in that price range. Did you have a particular area in mind?
"I need a train that will be leaving from cambridge by 16:30, can you help me with this please?",Where would you like to go and on what day?
I need the train to leave on Monday before 16:30 for Ely.,There are 10 trains leaving before 16:30. What is the earliest you'd like to leave?
The latest I can leave to arrive by 16:30 please.,The last train that will arrive by 16:30 is train TR7177. It departs at 15:50 and arrives at 16:07. Would you like me to book a ticket for you?
"Yes, but how much is the ticket going to be and how long is the travel time?",The travel time is 17 minutes and the price of the ticket would be 4.40 pounds. Would you like me to book that for you?
"Yes, and once I am in Ely I need a place to stay on the north side of town with at least a 1 star rating, and has wifi.","There are 11 possible selections in those parameters, do you have a preferred price range? Would you like a guesthouse or hotel?"
I am looking to book a train. I need to leave Cambridge and go to London Liverpool Street.,"No problem, I have many options for you. Do you have a particular day of the week you would like to travel, or time?"
yes. i should leave after 13:45 and should leave on thursday,"I have a train leaving Thursday at 13:59, would you like me to book it for you?"
Could you tell me when the train arrives in London Liverpool Street?,That train arrives at 15:27. Would you like me to book it for you?
I need to take a train from cambridge to London Kings Cross,I can help you with that! What day would like to travel and what time would you like to depart?
"Tuesday from Cambridge to London Kings Cross, anytime after 15:45.","Train TR0945 fits the bill, would you like me to book you passage?"
What is the travel time on that train?,The travel time is 51 minutes.
What is the arrival time?,The arrival time is 17:51.
I want a train that is leaving from cambridge.,"Sure, I can definitely help you with that. When were you wanting to depart?"
I'm not sure. How long is the train ride? I would like to arrive by 13:45.,TR5154 TAKES 88 minutes and leaves 05: 59. is that fine with you?
Is there another train on Monday that would get me to Kings Lynn closer to 13:45?,The TR7430 arrives in Kings Lynn at 12:58. It is 9.80 pounds. Would you like me to book that for you?
I'd like to find a train that will arrive in Cambridge by 19:30.,I found several trains for you! Where would you be departing from?
Norwich on Tuesday.,TR2175 will arrive in Cambridge at 18:35. Would you like tickets on that train?
Yes I'd like to book that train for 8 people and also need the reference number please.,Booking was successful! Your reference number is PLBFMNS9 .
could you tell me some of the places to go in town? college-like,There are 18 of them both free and with fees. Is there a specific area you'd prefer?
I am looking for information in Cambridge and looking for places to go in town. Can you assist?,"Definitely. We have many attractions in Cambridge. What type of place are you looking for, or in which area of town?"
"I would like to visit a college. I'm not sure what area, where are most located? Also, please provide the entrance fee.","Most colleges are located in the centre area, the entrace fee varies, anywhere from free to 2.50 pounds."
Great info. I need help with a train to london kings cross that leaves after 14:00.,What is your departure day and site?
It will be from cambridge on saturday.,There are 5 trains travelling that route at that time. When do you want to arrive?
"I need a train to Broxbourne, that arrives by 20:30.",Certainly. Can I assume you're leaving from Cambridge?
"Yes, that is correct.","There is a train leaving at 5:01, would you like a seat?"
Is that leaving on Sunday?,I have the TR8991 leaving at 19:01 and arriving by 20:01. Would you like me to book that for you?
Can you suggest any local restaurants in the centre that serve fusion food? Thanks.,"Unfortunately, there are no restaurants meeting your criteria."
"Okay, in that case, can you recommend something else in the centre that is moderately priced?",I don't see any restaurants matching your criteria. Do you have any other criteria I can search for?
Can you check for british food instead?,I have 5 would you like m to recommend one?
"Yes, that would be great!",You should try the the copper kettle at 4 Kings Parade City Centre. Would you like me to make a reservation for you there?
Yes please make a booking for 3 people at 19:45 on friday.,Booking was successful. The table will be reserved for 15 minutes. Reference number is : JWEROL3K . Is there anything else you need?
I am looking for a train leaving Peterborough on Thursday. Can you help me?,"many trains leave, what time do want to leave?"
"I need to depart after 20:00, and will be travelling to Cambridge.",Okay how about the TR8185 that leaves at 20:19 and arrives by 21:09.
"Okay, that will do. What is the travel time?",The travel time for that route is 50 minutes. Did you need a ticket?
"Yes, I also need places to go in college.",There are many colleges to visit in Cambridge. May I suggest one?
Can you help me find a train that leaves cambridge? I would also like to request that it be leaving on a tuesday.,I have several leaving on that day. What is your destination?
I need to head to Kings Lynn and leave after 20:15 please.,The TR8387 from Cambridge at 21:11 on Tuesday and arrive at Kings Lynn at 21:58. Do you want me to book you a ride?
Yes can you please and send me the reference number.,of course! how many tickets?
I am planning a trip for Cambridge,What can I help you find?
"I need a train from Broxbourne to Cambridge, leaving Broxbourbe after 18:15.",On what day are you planning to travel?
I would like to leave on sunday.,TR1428 departs at 18:32 and arrives by 19:32. Would you like a ticket?
"Yes, please, for 7 people.","Booking was successful, the total fee is 100.24 GBP payable at the station. Your reference number is T7CEWBRP . Will that be all?"
I would like a train that is going by cambridge.,Where would you be departing from?
Kings lynn on thursday.,There are several trains leaving throughout the day. What is your departure time?
"The train should arrive by 15:45 and should go to cambridge,can you book it for me ?","Let me get a bit more information from you. We trains leaving every hour from 05:11 to 14:11, would you like a morning or afternoon departure?"
I don't have a preference as long as I arrive at 15:45.,I have train TR2162 arriving at 14:58 can I book you seat/s for that one?
I am looking for a train from kings lynn.,"I have 133 trains that match that criteria, do you have an arrival time in mind?"
I would like to travel on Thursday.,"OK, and at what time?"
I'd like to go after 10:00.,I have train TR6298 leaving Kings Lynn at 10:11 and arrives in Cambridge at 10:58. It costs 9.80 pounds and runs for 47 mins. Can I interest you in that one?
Hey! Trying to locate a train that goes to broxbourne and would leave right after 17:45.,I can help with that! What day would you like to depart?
I would like to leave on Tuesday please.,The TR5484 leaves at 18:01 and arrives by 19:01. Will that work for you?
"Yes, I need 2 tickets.",You're all set. The fee will be 35.79 GBP and you can pay at the station. Your reference number is HZ0I8VML . Do you need anything else?
I would like to book a meal at a chinese restaurant.,"I have results for 17 chinese restaurants, what area are you looking to dine in?"
I would like it be located in the Centre area. I like expensive chinese food.,"I have 4 different restaurants. If you would like a recommendation, The Ugly Duckling is often known as the best in town."
Yes you can you book it for 6 people at 12:45 on Friday?,Excellent. Do you want the reference number?
"Yes, please. I am also looking for a train.",Where will you be going to and from?
I am interested in attractions located in the centre of town.,There are 44 attractions in the center area could you be more specific as to what you'd like to see?
I would like to see an art museum and know the entrance fee.,the broughton house gallery museum offers free admission.
That's great I'm also looking for a train to go to broxbourne and it should leave after 12:45,What day do you need the train for?
I need the train for wednesday.,What is your departure site and arrival time?
"Hi, can you help me figure out a train schedule, please? I need to travel to London Liverpool Street sometime after 18:45.",Where are you leaving from?
I am leaving from Cambridge on Saturday,"The TR2166 train leaves at 19:59 on Saturday, would that work?"
"Yes, may I please have the price?",The cost per ticket is 13.28 pounds. Can I assist you in booking a ticket?
Yes please. Also I am looking for a 4 star hotel with a moderate price range. Can you make a recommendation?,"We only have guesthouses that fit your requests, would you like a different hotel?"
I am looking for information in Cambridge,"Okay, what kinda of information are you looking for?"
I am looking for a hotel on the east side.,There are several. Is there a price range you prefer or any amenities that you require?
I really don't care if it has free parking.,express by holiday inn cambridge is a 2 star expensive hotel in the east side. Would that one work?
"Yes it would. I'd like to book this Thursday for 2 nights, for 7 people.",I can book that now.
Yes please do that for me and give me the reference number.,Ok. The booking was successful. Your reference number is OBFYQJZU .
