question,answer
Can I have the price range and phone number?,The price range is moderate and the phone number is 01223247942.
Also I need to find an expensive chinese restaurant book the table for 3 at 16:45 on tuesday,Is there a particular part of town you would like to go to?
I need that in the north please.,"I have 2 chinese restaurants in the north, the hakka and the hotpot, both expensive. Phone number is 0122568988 and 01223366552 respectively. Would you like me to book reservations for you?"
Can I get information on places to stay in the north that have free internet?,"Sure, do you prefer a guesthouse or a hotel?"
I don't have a preference. I will need parking too.,I would suggest this place arbury lodge guesthouse. Is that okay?
"getme its price range, phone number and hotel type","Arbury Lodge guesthouse is a GUESTHOUSE in the moderate price range, and the phone is 01223364319."
Do you have any restaurants near there with Chinese food?,There are three. Did you have a preference for price?
I am looking for the restaurant kymmoy.,"kymmoy is an asian oriental restaurant located on 52 Mill Road City Centre, cb12as. Would you like a reservation?"
yes i want to book a table for 7 people at 16:15 on Wednesday. i want the reference number,Your reference number is: MXG517HW . The table will be held for 15 minutes. Is there anything else I can do to assist you?
Yes I am looking for a place to stay. i would prefer a hotel in the 4 state rating category.,University Arms Hotel is located in the centre. Would you like to make a reservation?
Does it have free parking?,Yes. Would you like a room?
"Hi, I'm looking for a restaurant located in the centre of Cambridge that serves crossover food please?","There are no matching restaurants, would you like another type of food?"
Can you recommend a moderately priced restaurant in the centre?,There are 21 moderate restaurants in the center of town. What food type would you like?
"Asian oriental sounds yummy, what are my choices?",I would recommend the Yippee Noodle Bar. Fun place with great food.
That would be fine. Can you book a table for 5 people at 12:15 on thursday.,You are booked for 5 people at 12:15 on Thursday at the Yippee Noodle Bar. Reference number is C62U1AM2 . They hold the reservation for 15 minutes.
I am looking for college attractions to go to in town.,How about Clare Hall on Herschel Road?
That sounds good. May I have their postcode and phone number?,The phone number and postcode is: 01223333200 cb21tl
Great! I'm also looking for a moderately priced restaurant in the north area of town. Can you help me with that?,"Yippee Noolde bar is moderately priced, would you like a reservation?"
I'm looking for a moderately priced restaurant that serves chinese food.,There are 4 chinese restaurants in your price range. Are you interested in a particular location to narrow down the choices?
I need a restaurant located in the centre please.,"There are three options which are centrally located, would you like to try the Lan Hong House?"
"Yes, I would like to book a table for 7 people at 14:00 on Monday.",I have you booked at Lan Hong House on Monday at 14:00. Reference number is : ONOCCL26 . Anything else I can do for you?
"Yes, I'm looking for somewhere to play soccer near the restaurant.","If you are looking to play soccer, would I be correct in that you are interested in a park in the centre of town?"
"I'm sorry, no, I'm interested in a multiple sports attraction.","I'm sorry, there are no multiple sports attractions in the centre area. Would you like to look in another area?"
"Okay, what about a college?",There are 13 colleges near the restaurant. Do you have a specific one you'd like to visit?
I am needing a place in the centre area to dine at while I am seeing attractions in cambridge?,Do you have any food preferences?
"I'm starving and will only be satisfied with some spanish food, please!","We have two spanish restaurants in the city centre. La tasca is moderately priced, and La raza is cheap. Do you have a preference?"
I would like to try the moderately priced one please.,Okay! Would you like for me to make you a reservation?
"Yes, please. Can I get a table for 3 on Tuesday at 19:30?",I was able to book you a table they will hold it for 15 minutes. Your reference number is U7OJBNT7 . Is there anything else I can help with?
I'm looking for an architecture attraction in town. Any suggestions?,There are 5 architecture attractions located in the centre. Most of them are free.
I would look time find a museum in town.,I can help you with that. What part of town will be visiting?
"Any part is fine, what ever you recommend. I need the phone number, address, and postcode please.",I recommend Cambridge Artworks. The museum's phone number is 01223902168 and the address is 5 Greens Road. The postcode isn't in our database but I can find it. Will you hold?
"Um, yes I suppose so.",The post code is cb13ef. Anything else then?
I am also looking for a cheap place to dine in the west part of town please.,"Sure! I've heard good things about Thanh Binh, a Vietnamese restaurant. Does that sound good to you?"
I think we got our lines crossed somewhere. I'd like a cheap Panasian restaurant in the west.,"Sorry, I couldn't find that type of cuisine in that location. Maybe try another type?"
I am looking for some info on rice house restaurant.,Rice house has cheap food and is located at 88 Mill Road City Centre. May I book a table for you?
"Yes, I'd like a table for a party of 8 at 11:15 on Thursday.",Booking was successful. The table will be reserved for 15 minutes. Reference number is : 5MA263EB .
What restaurants are on the east part of town?,"There are several restaurants in the east part of town. Would you like something in the moderate, cheap or expensive price range?"
expensive,"Grafton Hotel Restaurant serves British food, it is on the east side of town, and it is in the expensive price range. Would you like the phone number?"
Yes i need to book at hotel.,Sure thing! Which area and price range?
Oh wait. I really want to find a museum.,I have about 23 museums to choose from. Is there a certain area of town I can focus on?
"What do you suggest? I don't know the town, so I don't have any idea where to go.","I would recommend the Broughton House Gallery, it is in the centre and the entrance fee is free. Would you like the address or phone number?"
"No, thanks! But will you please find me an expensive restaurant in the Centre part of town?",There are many expensive restaurants in Centre. Is there a certain type of cuisine that you prefer?
"Hello, I am looking for a restaurant by the name of Royal Standard. Do you know where it is?","Yes, royal standard is in the city centre at 290 Mill Road."
Great. Could you please book a table for 1 at 16:30 on Saturday?,I was able to make a reservation for 1 at the royal standard. Your reference number is: FZP2XK9Q . Do you need anything else today?
I'm looking for a restaurant that serves swiss food.,I'm sorry but there are no swiss restaurants in town. Can i offer you something else?
How about vietnamese food?,Yes thanh binh serves vietnamese food and it is in the west part of town can i help you with anything else?
could I have the address and phone number please?,thanh binh is located at 17 Magdalene Street City Centre and phone number is 01223 362456.
"Hi, I am looking for a restaurant called Yu garden.",I can help with that. They are a chinese restaurant in the east. It is rather expensive. Can I help you in reserving a table?
Yes I need a booking for 3 people at 17:30 on sunday. I also need a reference number with that.,It's booked for you and your reference number is J2CIDCSA . It will be reserved for 15 minutes. Will that be all?
I also need to find a hotel in the area. Can you help me with that?,What area do you wish to book a hotel room?
"I have no preference on location, but something in a moderate price range with free parking. It doesn't need to have internet.",I've found quite a few hotels that match what you're looking for. Would you like to be in the same part of town as your restaurant?
"Actually, could you check for a hotel that also has free wifi?","Yes, the hotel has free wifi. Would you like me to book you?"
"Yes, same three people for four nights, from the same day, Sunday.",I have several. what area are you looking to stay in?
Can you help me find a Chinese restaurant please?,I'm sure I can. We have 17 chinese restaurants. Is there an area of town you'd prefer?
"I would like to be in the centre of town, and if it could be inexpensive, that would be ideal.",How about the Charlie Chan restaurant?
Do they have a table available for 5 people on Wednesday night?,For what time please?
I would like the reservation at 19:30 please.,I'm sorry but I was unable to make a booking. Could we try another day or time?
Can you try a different restaurant in the same area and price range?,I am sorry there are no others in the same area and price range.
Need a train leaving monday to bishops stortford.,I can help with that. I have 10 different trains that can get you there. Did you have a time you need to leave or arrive by?
"Yes, I'd like to arrive by 15:15. I'm leaving from Cambridge as well.","There is one leaves at 13:29, arriving at 14:07. Would you like a reservation on that?"
"Yes, I need the train ID, please.",The ID is TR4861. How many people would you like tickets for?
"I only need one ticket, please.",The total will be 10.10 GBP which is payable at the station. Your reference number is 1EJQJWS2 . Is there any other help you need?
Yes I am also looking for somewhere cheap to eat in the centre that serves italian food please.,"There are three possibilities. Pizza hut city centre, ask or zizzi cambridge. Would one of those work?"
"Hello, I am looking for information about Trinity College.",No problem. Trinity college is located on Trinity Street and there is a 1 pound entrance fee. The phone number is 01223338400. Did you need anything else?
No thank you that was all.,You are very welcome. Thank you for using our service!
"I almost forgot, I need to locate a restaurant in the centre town in the moderate price range. And can you confirm the attraction type for Trinity college please.",We have 21 restaurants in the centre area with a moderate price range. What type of food would you be interested in? Trinity College is listed as a college.
Is there a restaurant in the center that serves international food but moderately priced?,"There are two restaurants that serve international cuisine in the area. Would you be interested in The Varsity Restaurant, or the Bloomsbury Restaurant?"
I'm looking for Milton Country Park. Can you tell me about it?,"Of course, it's a park located in the north area of town and has no entrance fee. The phone number there is 01223420060"
What kind of attraction is it?,It is a country park? Would you like to find anything else today?
I am also looking for a restaurant that serves international food and located in the centre of town.,The Varsity Restaurant is your best bet. Would you like a table there?
Is that in the moderate price range?,It sure is. May i book it for you?
I am looking for information about city stop restaurant?,I have pulled up City Stop Restaurant. What information do you need?
I would like to book a table there for 4 peole on saturday at 19:45. and can i please get a reference number?,Booking was successful. The table will be reserved for 15 minutes. Reference number is : OMKMNJEM .
I want to find an expensive restaurant serving mediterranean food. What is the address and phone number?,"La Mimosa, at Thompsons Lane Fen Ditton, is expensive and serves mediterranean food."
I need to find some information in a particular restaurant. Are you able to look up a specific place?,Absolutely. What is the name of the restaraunt you are interested in?
kohinoor. i want to book a table for 2 people at 16:45 on Thursday,Sure. Booking was successful. The table will be reserved for 15 minutes. Reference number is : X9AVZ8EI . Can I help with anything else today?
I also need a Thursday train.,What location will you depart from and where are you headed?
Are there any good polish restaurants in the city?,"I'm sorry, I don't have any Polish restaurants in the area. Is there anything else you'd be interested in?"
"Hm, how about we try the centre area for the polish food.",There are no Polish restaurants in the city. Would you like to try something else?
i will try british food,There are 7 British restaurants in the centre to choose from. Would you prefer a moderate or an expensive price range?
"i'd like an expensive, please.","I have 3 listings for fitzbillies restaurant,the cambridge chop house and midsummer house restaurant."
"Can I get a table for 8 at Fitzbillies? Thursday at 12:15, please.",Your booking was successful. The table will be reserved for 15 minutes. The reference number is : YONTCHWD . Is there anything else I can help you with today?
Hi is there any deals for tourists that will be a great price? so i can book them all at the same time?,"I don't have information on deals, but I can book as many tables as you need. Do you have a cuisine in mind?"
"Yes, the efes restaurant. I'd like to book for 6 people at 12:00 on sunday. Could I also get the reference number?",Yes great I made your reservation and your reference number is SGSSGX8P .
"Hi I am also looking for a plane, leaving Monday at 6:00.","I'm sorry, I do not have information about plane travel, could I book you a train instead?"
"Yes, I would like to go to the airport on Monday.",What is your destination?
"I need a place to stay with free wifi but I don't need free parking, thank you.",I am showing 2 guesthouse and 1 hotel. All are moderate price range. Would you like more information?
Do you have any in the cheap price range?,9 of the 10 results returned are guesthouses. What area of town would you like to stay in?
It doesn't matter as long as it's on the moderate range.,Do you have a preference for location? I'm showing guesthouses everywhere but the city centre.
I just need to find one that has room for 3 people to stay 3 nights starting from Saturday.,"the avalon is available,, would you like to book now?"
"Yes, let's go ahead and book with the Avalon.",Ok. The booking was successful and your reference number is C35XS6YE .
I need a place to eat in the cheap price range.,I see there are 110 restaurants in the cheap price range for you. Is there a certain type of food you are wanting?
"Let's see what's near the east area, first.",The Missing Sock is a fantastic international restaurant located in East in your price range. Would you like further information?
Can you book me a table for five people on Monday at six fourty five?,Booking was successful. The table will be reserved for 15 minutes.
I am looking for a restaurant serving modern american food in the moderate price range.,"I'm sorry I find no modern American food listed in any price category. may I try another cuisine for you, perhaps Italian?"
Yes how about Turkish then?,Either Anatolia or Efes Restaurant would fit that criteria. Can I reserve one for you?
yes i reserve to Anatolia restaurant.,I'd be happy to make your reservation. First I will need to know the day/time you're looking for and how many are in your party.
I'm looking for a restaurant called Thanh Binh.,We have a restaurant by that name at 17 Magdelene St. in the city center. Would you like me to make a reservation?
"Yes, I'll have 4 people to dine at 16:30 on Thursday.",You're all set! Your reference number is 2MNU3F8K . Do you need anything else?
"Yes, can you help me book a train there as well?",Yes I can. What's your departure time and city please?
"I am interested in a restaurant located in the north part of town that specializes in Indonesian food, please.",There are no restaurants serving Indonesian food in the north part of town. Would you like me to look in another part of town?
what about italian food?,Da Vinci Pizzeria is a restaurant serving Italian food in the north part of town. Would you like any additional information?
"Yes, may I have the address and phone number please?",The address is 20 Milton Road Chesterton and the phone number is 01223 351707.
I need to find a moderately priced vegetarian restaurant.,We don't have any moderately priced vegetarian places in town. Would you like to try a different type of food or a different price range?
"Unfortunately no, it has to be vegetarian, so i will have to make my own accommodations, thanks.",There are no vegetarian options in the area.
"Okay, what about international food?",I have two - both in centre. The varsity Resturant and Bloomsbury. Would you like to book one?
"Make a reservation at Bloomsbury please, for Thursday night.",What time do you want to dine and how many people in your party?
Please book for 6 people at 17:00 on Thursday. I'd also like the reference number.,Your table was booked. Your reference number is MLK7FV6P .
i need information about attractions in the centre.,"Certainly, are you looking for a museum, theater, college, nightclub or something architectural?"
A nightclub would be nice,"There are 5 nightclubs in the centre, Kambar comes highly recommended. Would you like more information?"
"Sure, can I get the phone number and postcode? Also, I'm looking for a restaurant in the same area. I'd prefer british food. Can you please help?",The phone number is 01223842725 and the postcode is cb23qb. There are 7 british restaurants in the centre. Do you have a pricerange?
"I am looking for an attraction to try out in the west part of town, what is available?",I have 13 attractions on the west and i can assist you make a choice if i know your interest and budget?
"You can just choose one for me-I have no preference, I'll just need to know the entrance fee please.",You might enjoy the Museum of Classical Archaelogy. It has free admission.
"Sounds great. Thank you! Also, can you give me some information on a restaurant called Kohinoor?",The Kohinoor serves Indian cuisine. It is located in the town centre and has reasonably priced food.
"Hello, I would like to know what hotels are in the town centre.","There are 5 hotels in the town center, ranging from cheap to expensive. Which would you like more information on?"
I'd like one in the moderate price range than includes free wifi.,Cityroomz aligns with your criteria. Shall I book that for you?
Yes please. I want to book it for 3 people for 5 nights starting on Sunday.,"Unfortunately there are no rooms available, do you have a different day or shorter stay?"
Will I be able to stay for 2 nights?,"Yes, you're all set for 2 nights at cityroomz on Sunday for your party of 3. Your reference number is L8OVTI18 . What else can I do for you?"
"I am also looking for a good place to dine, are there any italian restaurants?",There are 15 Italian restaurants in town. Is there a particular area or price range you'd prefer?
I'm looking for the same price range as the hotel and in the same area as the Hotel,"Pizza Express is moderately priced and located in the centre area, does that sound ok?"
I need a hotel in north Cambridge.,"There are 2 hotels in the north area of town, both have 2 star ratings and offer free wifi and parking. Can I book one for you?"
Is the parking free?,Yes they have free parking.
"Yes, go ahead. I need it for Tuesday for 3 people and for 3 nights. Could you send me a reference number too?",What day will you be staying there?
I told you Tuesday can I speak to a manager you are not paying attention.,Booking was successful. Reference number is : KZHALMQD . anything else?
I'd like to find an expensive restaurant that serves venetian food.,There is not matching places that fits your request. Can i help you with something else?
Are there any Asian Oriental restaurants in that price range?,Yes. Kymmoy is an expensive restaurant serving asian oriental food in the centre part of town.
I am looking for a place to stay. Do you have any recommendations?,We have many great places in town. Do you have a price range or area in mind?
"I would like free parking, if available. Everything else is not really an issue.","Allenbell is a guesthouse in the east, and despite it being in the cheap price range has a 4 star rating. Would you like a reservation?"
"No thanks, just gathering information for now.",anything else i can help you with?
"I'm sorry, I was just told I should go ahead and make the reservation. Do you have a hotel that has the same 4 star rating but in the north?",I think you would love the Avalon. Would you like me to book it?
"Hey, I'll be in Cambridge and I'm curious about the local restaurants. Can you find me a moderately priced one that serves European food?","Sure, how about the Hotel Du Vin and Bistro?"
Is that found in the center?,"Yes, this restaurant is found on Trumpington Street in the centre."
Can you please give me the address and postcode and phone number? I want to jot this down in case I get lost.,"The phone number is 01223227330, the postcode is cb21qa and the address is 15 - 19 Trumpington Street. Would you like me to reserve a table?"
No thanks. I also need an expensive place to stay that has free parking.,"Sure, do you have a part of town you prefer for this?"
I would like a restaurant in the west part of town.,There are 14 restaurants that are in the west area of town. What kind of food would you like?
"English food, please.",No restaurants serving English food are located in the west part of town. Would you like me to check for a different location or cuisine?
How about british food?,Graffiti is a British restaurant located in the west part of town and in the expensive price range. Would you like their address?
I am looking for the price range of a restaurant called Rice boat.,Rice Boat is in the expensive price range. Can I help you with something else?
"Hello, I'm planning my trip to cambridge, and I'm trying to find a hotel called alpha-milton guest house. Can you help?",Happy to help! That is a guest house in the north and is considered moderately priced.
"Perfect. will you please give me the address, area, and phone number?","Yes, their address is 63 milton road. It is in the North par of town. Their phone number is 01223311625."
I also need to know about a restaurant called sala thong.,"Sure, it is a Thai restaurant in the west part of the city. It is expensive but very good. What would you like to know?"
I can't wait to get to Cambridge and try some of the restaurants I've heard about. Can you tell me about one of them? I think the name is Little Seoul.,Little Seoul is a Korean restaurant in the city centre which is in the expensive price range. Would you like me to book a table for you?
"Yes, please. Table for 8 at 15:00 on wednesday.","I'm so sorry, but Little Seoul was unable to accommodate that reservation. Would you like to try a different day or time?"
Can we do the same day at 14:00 instead?,"The booking was successful, reference number is 0F3L674U"
Great I also need to get a train on thursday leaving from cambridge.,Where will you be wanting to go?
I'm looking for Scandinavian food in any area.,I am not able to locate a Scandinavian restaurant; do you have a second choice?
"Yes, could you look for a Vietnamese restaurant?","Thanh Binh is a Vietnamese restaurant in the west of town, and is in the cheap price range."
That will work. I would like the address and phone number to the Thanh Binh restaurant please.,Their phone number is 01223 362456. How else may I assist you?
CAn you help me plan a trip to see a particular attraction?,"Do you know the name of the attraction, or what type of attraction it is?"
"Yes, I am interested in the Scott Polar Museum.",Would you like to book tickets?
"No, I'd like their phone number if you have it available, please.","Sure, the phone number is 01223336540. Can I help you with anything else today?"
I also need a restaurant in the cheap price range please.,Is there a certain kind of food you would like?
I love Italian,"ask is a nice place and serves Itailian food,o you want the adress ?"
I'm looking for boats to look at. Can you look in the south?,I'm afraid we don't have any boats in the south. Would you like to try another area?
Are there any boats in the park?,There are only 4 boat attractions in town. Camboats in the east. Riverboat georgina is in the north. Scudamores punting company and the cambridge punter are in the centre of town.
Thank you. Are there any parks in the south?,"There are 2, both free. They are sheep's green and lammas land park fen causeway, and other is wandlebury country park. Would you like information on either one?"
Could I get the entrance fee for wandlebury country park please?,The park is free. There is no entrance fee.
Could you help me find a restaurant in that area?,There are nine places in the south any preference on restaurant type or price range?
Hi there! I'm looking for a moderate place to stay that has four stars. Can you help me?,I'm sorry I don't find any four star hotels.
Can you check if there are any in the east?,Unfortunately there are no 4 star hotels in the east. Would you like to try a different area?
no I waill call back thank you and goodbye,It was a pleasure to assist you. Have a good day.
"Could you try a moderate price place,4 stars in the east. A guesthouse is fine also.",I have three options. Would you perhaps like to book at the Carolina?
"Sure, that sounds great. Can you book me a room for Thursday for 4 people, 2 nights please?","Everything is all set, your reference number is P7XQVC1N if you have any further questions. Is that all?"
I'm looking for an Italian food restaurant located in the centre,i got 9 options.what is your price range?
Thank you! I am looking for a cheap restaurant.,"Okay, I recommend Zizzi Cambridge. Would you like a reservation?"
"Yes, please. It needs to be for 4 people at 18:15 on Thursday.",I was able to book your table successfully. Your reference number is T8HBG78O and your table will be held for 15 minutes. Do you need any further assistance today?
"Well, I also need a place to stay. I prefer a guesthouse with a 2 star rating.","We have many guest houses, but none of them have a two star rating. Could I find something else for you?"
Yes you can The hotel should be in the same area as the restaurant,I would suggest the acorn guest house.
I need to find a place that serves European food to eat at.,"I have 11 results for european restaurants, what area would you like to dine in?"
"In the centre, sorry didn't I mention that?",What price range are you looking for?
I need one in the expensive range.,"There are three options: eraina, michehouse cafe, and darry's cookhouse and wine shop. Which would you prefer?"
Wine shop sound good. Could I have their address and postcode please?,Their address is 40270 King Street City Centre and the post code is cb11ln.
Thank you so much. Can you help me book a train too?,I certainly can. Which departure and destination did you have in mind?
Can you help me find a place to eat?,What sort of food are you looking to eat?
I'm looking for an expensive indiian restaurant in the west part of town.,"There are 5 options to choose from, I recommend the tandoori palace. Would you like me to make reservations for you?"
That sounds great. I need a table for 1 on Wednesday at 19:45.,Your booking was successful. Your table will be reserved for 15 minutes. The reference number is DGO6TW9S .
Okay I also need a train that leaves on Thursday.,Sure where are you departing from?
Can you help me find a train to cambridge?,I sure can! Where are you departing from?
I need to leave Kings Lynn on Tuesday after 15:15.,We have eight trains leaving for Cambridge that day after 15:15. Is there any time you prefer?
"No, as long as it's after 15:15. What times are available?","Trains leave at the following times: 16:11, 17:11, 18:11, 19:11, 20:11, 21:11, 22:11, and 23:11. Which would you prefer?"
The 16:11 train would be fine. I'll need the booking for four people. Can I also have the reference number please?,"Booking was successful, the total fee is 39.2 GBP payable at the station. Reference number is : 86PRM3M8 ."
I am looking for a place to dine in Cambridge.,can please provide more information to help us serve you better.
"Well, I like Mexican food, and will be staying in the south part of town.",Chiquito Restaurant Bar is a great restaurant in the south. Would you like a reservation?
"Yes, can you reserve a table for 7 people on wednesday at 17:15? Can you send me the reference number for the reservation?","Sure, give me one moment to book it for you."
Can you also help me find a hotel in the same area of town?,Rosa's Bed and Breakfast is a four star guesthouse with internet and parking.
I'm interested in getting some entertainment later.,There are some entertainments available do you want the information?
Awesome. Can you give me some information on local theatres?,There are 5 theatres one in the south and 4 in the centre. Is there an area you prefer?
"Can you give me the address, phone number, and entrance fee info for the one in the south? I also need a restaurant that is moderately priced in the centre.","The theatre is called, The Junction. It is located at Clifton Way, cb17gx. The phone number is 01223511511. I'm not sure if there is an entrance fee or not."
Thank you. Can you help me find a moderately-priced Latin American restaurant in the centre?,"I was unable to find any in that area, do you have any other place you'd like to try?"
I am looking for a restaurant that serves Thai food and is in the expensive price range.,bangkok city is a recommended thai restaurant in the centre.
what is the address and phone number ?,"Bangkok City is at 24 Green Street City Centre, and the phone number is 01223 354382. Can I help you with anything else?"
can i request a taxi from my hotel to the city center Chinese restaurant?,What is the name of the hotel you are staying at ?
"Erm, nevermind, I need a nightclub in the centre of town.","There are five nightclubs in the centre of town: Ballare, Club Salsa, Kambar, Soul Tree Nightclub, and The Fez Club. Do you want to know more about any of them?"
"Yes, please. I need the address and postcode of the one you recommend.","Club Salsa is definately the place to be. It is located at 1 station road, postcode: cb12jb. Is there anything else I can help with?"
I would like a restaurant in the south part of town that serves italian food,There are two italian restaurants in the south part of town. Would you prefer a moderate or expensive option?
"Moderate is fine, can you give me the address and postcode?","Pizza hut cherry hinton is located at G4 Cambridge Leisure Park Clifton Way Cherry Hinton, postcode C.B 1, 7 D.Y."
I'm looking for a cheap restaurant,What type of food are you interested in?
I am not looking for a specific food type but I would like it to be in Centre please.,dojo noodle bar is a cheap restaurant in the centre of town. Would you like to make a reservation?
What type of food is that?,That is asian oriental. Is that okay?
Sounds good. I am also looking for a place to stay in the East. Can you help me find something?,"Sure thing, what price range are you looking for?"
im looking for the expensive price range,We have one expensive hotel in the east. Would you like me to book a room for you?
"No, I'm sorry can you lookup a hotel in the east that's priced cheap and has free wifi?",How about autumn house?
"Actually, can you find me a cheap place instead?",Autumn house is cheap but it is a guesthouse. Is that okay?
I need a restaurant of moderate price in the west.,"There are three moderately priced restaurants in the west. Would you prefer British, Indian, or Italian food?"
I would like to eat British food please.,I recommend the saint johns chop house. It should suit your needs. Would you like me to make a reservation for you?
"I would like a cheap Mexican restaurant, please.",What part of town would you like to dine in?
I don't care,"I'm sorry, but our only Mexican restaurant is expensive. Would you like more information or could I search for another type of restaurant for you?"
Is there any Cheap vietnamese locations?,Thanh binh is a cheap vietnamese restaurant.
I need a place to dine that is expensive in the centre.,I can help with that. Did you have a price range in mind?
"Expensive, please. British food.","Okay, I recommend midsummer house restaurant in Midsummer Common. Would you like a reservation?"
Yes I would love that. I need to make the reservation for 8 people for 16:15 on Thursday.,"Ok, you're all set, the table will be reserved for 15 minutes and your reference number is : 48QP48K1 . Can I help you with anything else?"
Thanks for handling the restaurant. I will have time to check out the town. Do you have multiple sports in the same area as the restaurant?,"No, there aren't any multiple sports places in the centre. Would you like me to check a different part of town?"
"I'm looking for mid range spanish restaurants, can you help me?","I have a listing for la tasca in the centre area,can I book you a table there?"
Sure. That sounds like a nice place. Go ahead and book that for me.,What day and time are you looking for? How many people will be in your party?
I need a table for 6 people Sunday night at 17:00.,I was unable to find a table at that time. Would you like to find another restaurant?
Can you find me something along the same price and in the same area please?,"There are no other Spanish places in that area, another area or type perhaps?"
I'm looking for a place to dine that serves expensive european food.,"There are five restaurants that meet your criteria. 3 are in the center of town, 1 is in the north, and 1 is in the west. Do you have a preference?"
Any of those should be fine. Can you see if you can get me a table for 2 at 14:45 on Saturday?,Booking was unsuccessful for all restaurants. Would you like to try for another day or time slot?
I would like for you to find me one on Saturday after 12:00. Can you please book me for one with that time in mind?,This time slot was also not available. Was there another day or time I could try to book for your restaurant visit?
Are there any times which are available on Saturday?,"I'm sorry, but I'm experiencing some system errors. Can you please restate your preferred time for your reservation?"
I would like a reservation at an expensive european restaurant anywhere in town at 13:45 on Saturday. Can I please have a reference number?,"Thank you for restating your requirements clearly. Your table is reserved, and your reference number is DMIEPETY . Can I help with anything else today?"
Yes I am looking for an expensive place to eat that is located in the city center.,There are quite a few restaurants in the center. What kind of cuisine are you interested in?
Hmm. I feel like discovering something new. Which restaurant would you recommend?,I would recommend Papadoux they are very expensive and right in the center of town
That sounds great. Could you book a table for one at 11:15 on Friday?,"I'm sorry, Papadoux is not coming up. There is an expensive African restaurant called Bedouin in city centre. Would you like me to try that one instead?"
"Yes, or any in the same expensive range and the centre area.",I apologize the Bedouin does not have any open seats for that day and time. Would you like me to try another restaurant?
I'm looking for a british restaurant in the centre of town.,"We have 7, in fact. Do you have a price range in mind? If not, the Copper Kettle is a moderately priced, popular choice."
That one sounds great! Thanks for the info.,Is there anything else I can assist you with today?
"Yes, can you book me a table at the Copper Kettle on Tuesday at 19:15 for 2 people?","Sure, the Booking was successful. Reference number is : BUPKJYTW . May I help with anything else?"
"Yes, I am also looking for places to go in town. A attraction in the same area as the restaurant.",There are 44 attractions in the centre. Do you have a preference of the type of attraction?
Can you give me information on hotels in the centre?,What price range are you looking for?
"Not interested in the price, but I would like it to be a 4-star hotel.",We have two. I recommend the alexander bed and breakfast guesthouse.
"I'm sorry. I needed a hotel, not a guesthouse.",The University Arms Hotel meets your criteria. Would you like to make a booking or more information?
Yes please. I need it to be for 1 person for 2 nights starting on Friday.,Your reservation at university arms hotel this friday for 3 days 2 nights for 1 person was successful. Your Reference number is : ZUWP7UJK .
I am looking for some Italian food today.,We have several Italian restaurants in town! Do you have a certain area or price range in mind?
Are any located in the Centre?,"There are 9 Italian restaurants located in Centre, would you like a recommendation or do you have a particular price point in mind?"
I'd love a recommendation. I'm looking to book a table for 4 at 17:30 on Saturday.,Booking was successful. The table will be reserved for 15 minutes at the stazione restaurant and coffee bar. Address is Market Hill City Centre Reference number is : OHN98K8U .
Thanks. can you help me with a cheap place to stay also in the centre of town?,I have 2 cheap hotels that are cheap in the centre. Would you like to book one of them?
"I'm looking for an expensive restaurant for tonight in the centre of town, can you provide me with a list of my options?",Kymmoy is located in the centre of town.
May I have the postcode to Kymmoy please?,"Certainly, the postcode is cb12as. Is there any other information you need?"
I am looking for a moderately priced restaurant in the south part of town. Any kind of food is good with me; I would just like to know the phone number of the venue you find.,Restaurant Alimentum's phone number is 01223 413000.
Can you tell me what type of food they serve?,Restaurant Alimentum serves modern European food.
I'd like recommendations for a restaurant that serves Vietnamese food.,Thanh Binh is a cheap Vietnamese restaurant located in the west part of town at 17 Magdalene Street City Centre. You may contact them at 01223362456. Would you like to book?
"Yes, please. I need a table for 8 on Thursday at 16:30.",Okay the booking was successful. The reference number is WJCUA6MT .
Terrific. I am also looking for a train to Cambridge. Can you help me with that?,"Sure thing, when will you be departing?"
Thursday and I'll be leaving from birmingham new street.,There is a train leaving Birmingham New Street at 05:40 and arriving at 08:23 on Thursday. Would you like me to book that one?
I would like a cheap Spanish restaurant.,La Raza is a cheap Spanish restaurant. Would you like their phone number or address?
Yes please,La Raza's phone number is 01223 464550 and the address is 4 - 6 Rose Crescent. Anything else I can help you with?
Can you give me the price for a large pizza and what type of pizzas they offer at Pizza Express fen ditton please,Would you like to book a reservation at Pizza Express?
What is the price range of Pizza Express?,Pizza Express Fen Ditton is in the moderate price range.
What is the food type at Pizza Express?,It is italian food.
I'm looking for a museum.,"Ok, there are 23 museums in Cambridge, was there an area you had in mind, or a type of museum?"
How about a science museum?,How about the whipple museum of the history of science?
"That sounds cool, I will just need the area it's in and the postcode. Oh, and how much is the cost to get in?","This museum is free to enter. It is in the centre area, postcode cb23rh. Is there any more information that you need?"
Yes I am looking for an expensive Korean restaurant in the city center.,"I have found one Korean restaurant that matches your criteria, the restaurant is named little seoul. Would you like me to make reservations?"
Can you help me find a 3-star hotel in the north of Cambridge?,I can book you at the Hamilton lodge if you would like.
I want a hotel that's in the moderate price range.,"The Hamilton Lodge happens to be moderately priced and offers free wifi and parking, would you like me to book this hotel for you?"
"As long as it is a hotel and not any other type, then yes book it for me.",The Alpha Milton Guest House is of moderate price and located in the north cambridge area.
Great can you book it for 2 people for 4 nights starting thursday?,Your booking was successful and your reference number is BOBT5BLT . Is there anything else I can help you with?
