question,answer
How about british food then. expensive british food.,There are 6 great restaurants to choose from. Are you looking for a particular area of town?
I am looking for cinemas in the east,There are no cinemas in the East. Would you like me to look in a different area?
No. Is there a park?,There is 1 park in the east. The Cherry Hinton Water Play park near Cherry Hinton Hall. Would you like the phone number?
"Just the entrance fee, thank you.",The Cherry Hinton Water Play Park offers free admission. Is there anything more I can help with?
"Yes, I want to find out about da vinci pizzeria please.","Sure, this is an inexpensive Italian restaurant in the north, located at 20 Milton Road Chesterton. Would you like a reservation?"
I will be traveling to Cambridge and I'm excited about seeing local tourist attractions.,Great! There are many wonderful tourist attractions in Cambridge. Is there a particular type of attraction you are looking for?
I would like to visit a museum. What do you suggest?,There are 23 museums. Is there a part of town you are interested in?
Not in particular. Please recommend one and provide the area and entrance free.,The Byard Art museum is free and is in the South.
Thanks! I would also like to find an expensive hotel.,I have 5 hotels that meet those specifications. Do you have a area in town in mind?
I am looking for a restaurant in the moderate price range that is also in the south part of town.,"You have your choice of Italian or Modern European, do either of those sound good?"
Italian sounds good. May I please have the phone number of a restaurant that you recommend?,Pizza Hut Cherry Hinton sounds perfect for you. They're located at G4 Cambridge Leisure Park Clifton Way. Is there anything else I can for you?
Could you also help me find a place to stay?,"How's you budge? could you like a cheap, expensive or moderate place?"
Price isn't important. I need free parking and wifi. It also should be a 3 star hotel. Can you find one in the same area as Pizza Hut?,"The only 3-star accommodations in the center is the Gonville Hotel. It's expensive, but a great place to stay. Would you like to book a room?"
I'm looking to stay at a 4 star place with free wifi.,I have 21 options like that. Would you prefer a certain area of town or price range?
Are any in the North?,There are 5 options in the north.
"OK, can you book a room for me at your favorite place? 4 of us will arrive on Tuesday, and we need to stay for 3 nights.",Reference number is : NBAUDV7Y . Is there anything else you need?
I am also looking for an attraction called the cherry hinton village centre. Do you have any information about this place?,"Here is the address colville road, cherry hinton."
Hello! I'm looking for a restaurant that serves modern global food in the centre.,"I'm sorry, but there are no Modern Global restaurants anywhere in Cambridge."
"Hmm, okay, I guess I could settle for Italian. Are there any of those in the centre of town?",We have nine Italian restaurants in the center. Does price range matter?
Moderate price range is fine. I will need a reservation for 5 people at 14:15 on Tuesday.,"I recommend pizza express. You're booked for 14:15, and the table will be held for 15 minutes. The reference number is MBGJNXHM . Do you need anything else?"
"No, you were very helpful, thanks for everything.",You are very welcome. Enjoy your dinner party!
I actually could use some help finding a place to stay also.,"OK, do you have any specifics in mind, such as area or price range?"
I'm hoping you can help me find a guesthouse. Parking is optional.,a and b guest house is a nice one. Do you want to book ?
Does it have a 3 star rating? I'm also needing free wifi on this trip. Thanks for helping me.,It has a 4 star rating and does provide internet. Would you like a reservation?
does it have free parking ?,"Parking is not included but internet is, do you want to book or search for something else?"
I need a hotel that has free parking,which type hotel do you want?
Any type that you have available.,"In that case I would recommend the Bridge Guest House, it has a 3 star rating and offers both free WiFi and free parking. Would you like to book it?"
Can I have the price range and phone number?,The price range is moderate and the phone number is 01223247942.
Also I need to find an expensive chinese restaurant book the table for 3 at 16:45 on tuesday,Is there a particular part of town you would like to go to?
I need that in the north please.,"I have 2 chinese restaurants in the north, the hakka and the hotpot, both expensive. Phone number is 0122568988 and 01223366552 respectively. Would you like me to book reservations for you?"
"I need hotel tips, can you help?",I definitely can help with that. Do you have a price range in mind?
"No, price doesn't really matter. I do prefer 4 stars though, and free parking.",I'm sorry. It appears that there are no four star hotels in Cambridge with free parking. Can I help with something else?
"Could you look again, 4 star and free wifi, does not need to be hotel can be any room.",I am still getting no results. How else may I help you?
Um really? There is no 4 star accommodations with free parking in all of Cambridge? I have a hard time believing that.,"Sorry, there aren't any. Could I check for something else?"
Are there any places to stay that offer free wifi?,"I'm sorry, there really are none that match your criteria. Are you sure you don't want to lower your star rating?"
"Can you help me book a taxi to lan hong house, please?","Sure thing, when you like to leave by?"
I need to get there by 7:00.,"Ok, what is your departure site?"
I'm departing from alexander bed and breakfast.,A black audi will be arriving to pick you up. Their contact number is 07706975524. Thank you!
I am looking for the restaurant kymmoy.,"kymmoy is an asian oriental restaurant located on 52 Mill Road City Centre, cb12as. Would you like a reservation?"
yes i want to book a table for 7 people at 16:15 on Wednesday. i want the reference number,Your reference number is: MXG517HW . The table will be held for 15 minutes. Is there anything else I can do to assist you?
Yes I am looking for a place to stay. i would prefer a hotel in the 4 state rating category.,University Arms Hotel is located in the centre. Would you like to make a reservation?
Does it have free parking?,Yes. Would you like a room?
I have to get to the gandhi by 09:15. Can you help me?,"I would be happy to help with your request, where will you be departing from?"
I'm departing from Golden Wok.,"I've booked you a blue lexus, the contact number is 07462575401."
"Wonderful, thank you so much.",Is there anything else i can help you with today?
I am wanting to find a place to stay that has free wifi. The place should have 0 stars.,Yes I have only two options in the cheap price range with a 0 star rating. Both are located in the city center. Would you be interested in either?
Is there one with free wifi and free parking?,El Shaddai on Warkworth Street has both. Can I book it for you?
"I just need the phone number, postcode, and address, please.",Their number is 01223327978. Their postcode is cb11eg. Their address is 41 warkworth street.
Thanks! Are there any swimming pools located in the south of town?,"Sorry, it looks like there are no swimming pools in the south. Would you like to try a different area?"
"Hi, I'm looking for a restaurant located in the centre of Cambridge that serves crossover food please?","There are no matching restaurants, would you like another type of food?"
Can you recommend a moderately priced restaurant in the centre?,There are 21 moderate restaurants in the center of town. What food type would you like?
"Asian oriental sounds yummy, what are my choices?",I would recommend the Yippee Noodle Bar. Fun place with great food.
That would be fine. Can you book a table for 5 people at 12:15 on thursday.,You are booked for 5 people at 12:15 on Thursday at the Yippee Noodle Bar. Reference number is C62U1AM2 . They hold the reservation for 15 minutes.
I'm looking for a moderately priced restaurant that serves chinese food.,There are 4 chinese restaurants in your price range. Are you interested in a particular location to narrow down the choices?
I need a restaurant located in the centre please.,"There are three options which are centrally located, would you like to try the Lan Hong House?"
"Yes, I would like to book a table for 7 people at 14:00 on Monday.",I have you booked at Lan Hong House on Monday at 14:00. Reference number is : ONOCCL26 . Anything else I can do for you?
"Yes, I'm looking for somewhere to play soccer near the restaurant.","If you are looking to play soccer, would I be correct in that you are interested in a park in the centre of town?"
"I'm sorry, no, I'm interested in a multiple sports attraction.","I'm sorry, there are no multiple sports attractions in the centre area. Would you like to look in another area?"
"Okay, what about a college?",There are 13 colleges near the restaurant. Do you have a specific one you'd like to visit?
I am needing a place in the centre area to dine at while I am seeing attractions in cambridge?,Do you have any food preferences?
"I'm starving and will only be satisfied with some spanish food, please!","We have two spanish restaurants in the city centre. La tasca is moderately priced, and La raza is cheap. Do you have a preference?"
I would like to try the moderately priced one please.,Okay! Would you like for me to make you a reservation?
"Yes, please. Can I get a table for 3 on Tuesday at 19:30?",I was able to book you a table they will hold it for 15 minutes. Your reference number is U7OJBNT7 . Is there anything else I can help with?
I'm looking for an architecture attraction in town. Any suggestions?,There are 5 architecture attractions located in the centre. Most of them are free.
"Hi, can you help me book a taxi to go from Jinling Noodle Bar over to Tenpin?","I'd be happy to help you, when would you like to arrive at tenpin?"
I would like the taxi to arrive in Tenpin by 21:45.,Booking completed. Please look out for a grey BMW! Contact number is 07914917823. Is there anything else I can help with?
I'd like a taxi to the ugly duckling,What time would you like to depart at?
I need to actually arrive by 19:15.,Where will you be departing from today?
"Hello, I am looking for information about Trinity College.",No problem. Trinity college is located on Trinity Street and there is a 1 pound entrance fee. The phone number is 01223338400. Did you need anything else?
No thank you that was all.,You are very welcome. Thank you for using our service!
"I almost forgot, I need to locate a restaurant in the centre town in the moderate price range. And can you confirm the attraction type for Trinity college please.",We have 21 restaurants in the centre area with a moderate price range. What type of food would you be interested in? Trinity College is listed as a college.
Is there a restaurant in the center that serves international food but moderately priced?,"There are two restaurants that serve international cuisine in the area. Would you be interested in The Varsity Restaurant, or the Bloomsbury Restaurant?"
I'm looking for Milton Country Park. Can you tell me about it?,"Of course, it's a park located in the north area of town and has no entrance fee. The phone number there is 01223420060"
What kind of attraction is it?,It is a country park? Would you like to find anything else today?
I am also looking for a restaurant that serves international food and located in the centre of town.,The Varsity Restaurant is your best bet. Would you like a table there?
Is that in the moderate price range?,It sure is. May i book it for you?
I'm looking for a restaurant called Thanh Binh.,We have a restaurant by that name at 17 Magdelene St. in the city center. Would you like me to make a reservation?
"Yes, I'll have 4 people to dine at 16:30 on Thursday.",You're all set! Your reference number is 2MNU3F8K . Do you need anything else?
"Yes, can you help me book a train there as well?",Yes I can. What's your departure time and city please?
I'd like a taxi to riverboat georgina,Sure! when would you like to arrive?
I would like to leave after 5:15.,Got it. Now I will just need to know where the taxi should pick you up from
"Hello, I would like to know what hotels are in the town centre.","There are 5 hotels in the town center, ranging from cheap to expensive. Which would you like more information on?"
I'd like one in the moderate price range than includes free wifi.,Cityroomz aligns with your criteria. Shall I book that for you?
Yes please. I want to book it for 3 people for 5 nights starting on Sunday.,"Unfortunately there are no rooms available, do you have a different day or shorter stay?"
Will I be able to stay for 2 nights?,"Yes, you're all set for 2 nights at cityroomz on Sunday for your party of 3. Your reference number is L8OVTI18 . What else can I do for you?"
"I am also looking for a good place to dine, are there any italian restaurants?",There are 15 Italian restaurants in town. Is there a particular area or price range you'd prefer?
I'm looking for the same price range as the hotel and in the same area as the Hotel,"Pizza Express is moderately priced and located in the centre area, does that sound ok?"
I need to book a taxi to take me to Riverside Brasserie at 11:15.,"Sure thing, where are you going?"
I'm going to riverside brasserie.,Where will you leave from?
I'm leaving from the Marriott Hotel in downtown Cambridge next to the theatre.,Is that the huntingdon marriott hotel?
I'm looking for boats to look at. Can you look in the south?,I'm afraid we don't have any boats in the south. Would you like to try another area?
Are there any boats in the park?,There are only 4 boat attractions in town. Camboats in the east. Riverboat georgina is in the north. Scudamores punting company and the cambridge punter are in the centre of town.
Thank you. Are there any parks in the south?,"There are 2, both free. They are sheep's green and lammas land park fen causeway, and other is wandlebury country park. Would you like information on either one?"
Could I get the entrance fee for wandlebury country park please?,The park is free. There is no entrance fee.
Could you help me find a restaurant in that area?,There are nine places in the south any preference on restaurant type or price range?
I'm looking for an Italian food restaurant located in the centre,i got 9 options.what is your price range?
Thank you! I am looking for a cheap restaurant.,"Okay, I recommend Zizzi Cambridge. Would you like a reservation?"
"Yes, please. It needs to be for 4 people at 18:15 on Thursday.",I was able to book your table successfully. Your reference number is T8HBG78O and your table will be held for 15 minutes. Do you need any further assistance today?
"Well, I also need a place to stay. I prefer a guesthouse with a 2 star rating.","We have many guest houses, but none of them have a two star rating. Could I find something else for you?"
Yes you can The hotel should be in the same area as the restaurant,I would suggest the acorn guest house.
I am looking for a place called abbey pool? Is there one in cambridge?,"Yes, I have a listing for that. What information would you like?"
"Could you provide me the phone number, postcode, and entrance fee?","Unfortunately, I do not have the entrance fee for them, but you can reach them at 01223902088 to get that info. Their postcode is cb58nt. Is there anything else?"
"Yes, I also need a hotel on the west side.","I found two, huntingdon marriot hotel and the cambridge belfry. Do you have a preference?"
I definitely want a 4-star place with free parking. Which of those meets that criteria?,"Yes, they both meet your criteria. Which one do you prefer?"
I'm looking for a cheap restaurant,What type of food are you interested in?
I am not looking for a specific food type but I would like it to be in Centre please.,dojo noodle bar is a cheap restaurant in the centre of town. Would you like to make a reservation?
What type of food is that?,That is asian oriental. Is that okay?
Sounds good. I am also looking for a place to stay in the East. Can you help me find something?,"Sure thing, what price range are you looking for?"
im looking for the expensive price range,We have one expensive hotel in the east. Would you like me to book a room for you?
"No, I'm sorry can you lookup a hotel in the east that's priced cheap and has free wifi?",How about autumn house?
"Actually, can you find me a cheap place instead?",Autumn house is cheap but it is a guesthouse. Is that okay?
"I need help with a particular hotel, can you do that?","Yes, I have the database ready, do you want info on a specific hotel or a search?"
"I'd like a hotel named Warkworth House, and am interested in booking for 8 people starting on Saturday.",How many people?
"8 people, for 3 nights.",What day of the week will you need that?
Does saturday work?,Okay your booking was successful and your reservation number is HKW4G2VT .
I need to find where Whale of a Time is located in Cambridge.,"It is located at unit 8, viking way, bar hill"
"Okay, could I get the postcode for Whale of a Time, please?","Of course, it's cb238el. If you need to contact them, the phone number is 01954781018. Is there anything else you need?"
I also need a hotel.,"Great, do you need the hotel to be in a particular part of town?"
Yes in the Centre please and 4 star.,I have the alexander bed and breakfast that is cheap and university arms hotel that is expensive.
I need to book a taxi please.,"Okay, I will need some more information from you. What time would you like to leave?"
I need to get there by 11:45.,Great. Can you tell me where you will be traveling to and from?
I want to go from wandlebury country park to huntingdon marriott hotel,"07426688661 is the contact number, I have you in a grey Toyota."
I need a taxi after 21:45 to take me to jesus college.,I'd be happy to help! Where are you coming from?
I am coming from 4455 Woodbridge Road. It's the hotel next to the Shell gas station and Cambridge College.,What is the name of the hotel you are coming from?
Do you know of any places in the south that serve Italian food?,We have pizza hut cherry hinton which is moderately priced or frankie and bennys which is expensive. Would you like me to book one of those?
"Sure, lets go with Frankie and Bennys.","Alright, I will need to know how many people are in your party, and what time/day you would like to book for."
I need a table for eight at 15:30 on Sunday.,"Alright, I have a table for 8 booked at 15:30 on Saturday. your reference number is 12263FX1 ."
Can you also give me the name of a theatre that is also in the south part of town?,The Junction Theatre is in the south area. Would you like the phone number?
I need a restaurant that serves Indian food in the moderate price range,"I have two indian restaurants in the east, and one each in the north and west. Where do you want to dine?"
I would like the one in the west.,Meghan is in that area and serves Indian food would you like to make a reservation
Yes. I would like a reservation for 1 person at 13:15 on Thursday.,I've successfully booked your table. The reference number is GK41EYSD .
I would like to go to a nice nightclub,"We have ballare that's night, it's in the city centre."
I'm looking for a guesthouse that offers free parking.,I have many options available. Would you like to stay in a particular area of town?
"Yes, actually I prefer to stay in the south part of town. And I would love something that offers free wifi.",The aylesbray lodge guest house meets all of your requirements and has a 4 star rating. Would you like me to book a room?
"Yes, could you make a reservation for 8 people, please?",Of course! When would you like to stay?
"I'd like to stay on Wednesday, Thursday, and Friday, please. Is that available?",Great! Your room has been booked for 3 nights starting Wednesday and your reference number is NVZNJX13 . Is there anything else that I can help you with?
"Yes, are there any kind of boat tours available through town?",There are a few. Do you care what part of town?
I need to find a train that leaves after 13:00 on Saturday,"Sure, which stations will you be using?"
I'll be departing from cambridge and going to broxbourne,TR4334 will leave at 13:01 and arrive by 14:01. Do you want to book this train?
What time is the next one after that? That is cutting it close and I don't want to miss it.,The next train leaves at 14:01 and arrives by 15:01. Will that work better for you?
book for me that for one person,I will book it for you now.
Can you get me the reference number too?,"Booking was successful, the total fee is 14.32 GBP payable at the station. Your reference number is : TB72NAOO . Can I help with anything else?"
i want to book a taxi. The taxi should go to the lensfield hotel and should depart from christ's college.,What time should the car pick you up?
I need to leave after 21:30.,Alright great! The car will be a red ford and the contact number is 07161667298.
I was hoping you can help me find a place to go that has to do with architecture.,All saints church is architectural and located in the centre of town.
That would be fine. Can I get the address please?,Sure. The All Saints Church is located at jesus lane.
I also want a moderately priced Polynesian restaurant.,I am sorry but there are no moderately priced Polynesian restaurants. Would you like a different type of food or price range?
Could you check again?,I've just double checked. Cambridge doesn't have any Polynesian restaurants at all. Can I look for something else for you?
How about chinese food?,Charlie Chan is a cheap chinese restaurant in the centre of town. Would you like more information or to book a table?
I'm looking for a moderately priced Turkish restaurant.,"Sure, there are two. I recommend the Anatolia. Would you like a reservation?"
is it located in the centre?,"Why, yes it is in the center. I can book you a reservation if you like."
Yes can you book it for 3 people Thursday at 20:00?,I can help you with that. I was able to get you a table for 3 at 20:00 on Thursday. The restaurant will hold your table for 15 minutes.
"Thanks. O'm also looking for a place to stay, moderately priced.","There are three to choose from; The Ashley Hotel, Cityroomz, and the Lovell Lodge. Which would you like?"
I need one that includes free wifi and is in the centre.,"There is one option. It is cityroomz, a 0 star hotel."
Can you book it for me?,I definitely can. For how many people and how many nights?
Can you find me a taxi from backstreet bistro? I can't leave until after 14:15.,"Ok, what is your destination?"
I want to be taken to cineworld cinema,When do you need to arrive?
"I need a one-star hotel, please.","I'm sorry, there doesn't seem to be any 1 star hotels in the area. Can I look for something different for you?"
Are you sure?,"Yes, quite sure. Would you be willing to step up to a 3 star option? I have some good choices that I'm sure you will love."
"Well, if there are no 1 stars, might as well try for 4 stars. Cheap though.",There is the cambridge belfry in the west that is a cheap 4 star hotel. It has internet and parking. Would you like me to book it for you?
"No thank you, I just needed the information for now.",Was there anything else I could assist you with today?
Yes. I am looking for a fun place to visit while I'm in the west side of town. Is there an awesome attraction you could recommend?,sure! how about funky fun house?
What kind of attraction is it?,"Entertainment. But I made an error, it is in the east."
"Oh, okay. I need something in the west.",Whale of a Time is an entertainment attraction in the West.
Good Afternoon. I am planning a trip and need some help with places I can go when I get there.,Sure! We have all types of attractions. Do you have anything in mind?
Not really. I would like to stay toward the centre of town though.,I have several attraction in the Centre of town. Could you provide a preference of type so I can narrow it down?
I would love to check out some modern art museums please,I would suggest castle galleries.
"That sounds great! Can I have the address, phone number, and what's the entrance fee?","Its actually free to the public. The address is unit su43, grande arcade, saint andrews street and their phone number is 01223307402. Is there anything else I can help you with?"
I would also like to find a 3 star room.,There are six options that fit your criteria. Is there a particular part of town you would prefer to stay in?
Are there any vietnamese themed restaurants in the west side of town?,"Yes, Thanh Binh. Do you want a reservation there?"
"Sure, I'll need a table for 3 at 19:45 on Monday please.",The booking was successful. The table will be reserved for 15 minutes. Your reference number is : EP1XT4JY . Is there anything else I can do to assist you?
Yes. I also need to book a train.,Sure! What is your departure area and your destination?
"I want a car to get me to Cambridge, arriving by 14:00.",What is your departure station please?
Can you find a theater to visit in town?,"There are five theatres in Cambridge: ADC Theatre, Cambridge Arts Theatre, Mumford Theatre, Cambridge Corn Exchange, and The Junction. What do you want to know about them?"
I would like the address to the mumford theatre,"it is at anglia ruskin enterprise, east road,cb11pt. can i give you their number?"
No thanks. Just the phone number was enough. I am also sick of eating at the same chinese place all the time. Can you help me find another one to try?,We have many choices. What area would you like?
"Yes, I'd like it to be in the centre. I'd love to eat expensive, Chinese food.","great, i've narrowed it down to four options for you"
I'm looking for an expensive indian restaurant.,I have 14 expensive indian restaurants. What area were you looking for?
Centre is fine!,There are 6 restaurants that fit your criteria. Would you like me to book a reservation for you at the one with the highest rating?
"Yes, make reservations for 4 people at 18:00 p.m. on saturday.",Booking was successful. The table will be reserved for 15 minutes. Reference number is : 78SLGY2S . anything else today?
book a table for 7 people at 12:15 on thursday and get me the reference number,Booking was successful. The table will be reserved for 15 minutes.Reference number is : EOOAGZCF . anything else today?
can i book a taxi to arrive by my reservation time?,Yes. Where are you departing from?
I'm looking for a restaurant called Saffron Brasserie. What can you tell me about it?,It is a indian restaurant in the centre area. It is expensive and the phone number is 01223354679. Do you need reservations?
Yes please make a reservation for two. Also provide me with a postcode and phone number. Thank you!,Please specify the day and time you want your booking to be made.
"I think I will book it myself instead, can I get the phone number and post code so I can though?",Yes the postcode is cb21la and the phone number is 01223354679. Is there anything else I can help with today?
"I am also looking for info an places to go, more specifically colleges in the centre area.",There are five in the area. Did you have any specific requirements you were looking for?
I'd like to find a French restaurant on the north side of town.,"There is one french restaurant in the expensive price range called Restaurant two two, would you like a reservation?"
Yes let's do one for 6 people at 16:00 on sunday.,They will hold your table for an extra 15 minutes for you. Your reference number is 16ONTU2A . Can I help with anything else today?
"I also need to find a guesthouse please, preferably one with 3 stars that is near the restaurant.",And on what day would you like to begin your stay?
I'll be starting my stay on sunday and it'll be 3 nights and 6 people,Do you need parking or wifi?
Need a hotel up north with free parking.,The Ashley Hotel is nice. It also has free internet. Can I get any further details for you?
Yes I need free parking and cheap reservation,"unfortunately we dont have one that fits the criteria, can you change a the location,?"
"Do you have anything cheap, in the north with free parking?",I have checked your criteria again and unfortunately we have nothing that meets those specifications. Can I look for a different hotel for you?
How about a restaurant. Can you recommend a Vietnamese place in the north that is cheap?,I'm sorry I am unable to find a Vietnamese restaurant in the north area that meets your criteria. Is there another type of food you'd like to try?
"I'm sorry, I really do need a Vietnamese restaurant. Would you mind checking again?",There is a Vietnamese restaurant on the west side of town.
"As long as it's cheap, I don't care about the area. Can you book a table for 4 at 11:45 on Thursday?",Your table has been booked. Reference number is LEKNI48K . Anything else today?
I'm looking for a 4 star hotel in the east.,My system is not pulling up any 4 star hotels in East. Would you like to try a guesthouse or another area perhaps?
Can you check for ones with a cheap price range?,There are no cheap four star hotels in the area. Another criteria maybe?
"In that case, how about just a hotel in the east that has free parking?","With those requirements, I do have one hotel in the east. It is expensive 2 star rated with both free parking and wifi. It is the Express by Holiday Inn Cambridge."
"Oh man, I can't do expensive. Is there a 4 star guesthouse that is cheap in the east perhaps?","I am sorry I have no cheap 4 star hotels, maybe a more realistic star rating?"
Are you saying that there isn't even a cheap 4 star guesthouse on the east side? What kind of city is this?,"My mistake. There are three cheap guesthouses. The Allenbell, Autumn House, and Leverton House all offer free parking. Would you like to make a booking?"
"I think you need to pay more attention, it's your job to be alert. Do they all have free internet?","Yes, all three of the guesthouses have free internet and free parking. Is there one that you would prefer?"
"Pick the most popular one, I need their phone number as well and hotel type. If they have area and postal code , I will need it.","Leverton House is lovely. It's a guesthouse in the centre of town. The phone number is 01223292094, and the postcode is cb58rs. Would you like me to book that?"
I want to book a taxi to arrive by 02:15 to take me to Sesame Restaurant and Bar.,"I would be happy to help with your request, where will you be departing from?"
I'm leaving from the missing sock.,Booking completed! Booked car type : red lexus Contact number : 07606586690
"I'm looking for a place to stay, please.",In what area would you like to stay?
I prefer the east part of town. And a 4 star rating if possible.,I have 6 in that area. Do you have a price range in mind?
"No, price range doesn't really matter. It don't really care if they offer internet though.",Might I suggest the Leverton house? it's located in the east.
Is it a safe place to stay ?,I do not have that info.
I am looking for information on a restaurant called cafe uno,"There is a cafe uno at 32 Bridge St., would you like me to make a reservation for you there?"
"Yes please. I need a reservation for 4 people, at 15:15, and I'd like that for Saturday,please.",Here is the booking information.Booking was successful. The table will be reserved for 15 minutes. Reference number is : 9ZL6WG4I .
"I am also in need of a hotel, preferably a guesthouse that is in the north and has free parking and wifi.","The Acorn Guesthouse is a moderately priced, 4-star accommodation with internet and parking. Would that suit you?"
"Yes, please book me for 4 people 4 nights, starting saturday",I apologize but the hotel booking system appears to be down at the moment. Can I help you with something else?
I was wondering if you had any colleges I could visit during my stay?,"I have 18, what area would you prefer?"
I have no preference besides colleges. Please recommend one.,"My favorite is Saint Catharine's College. It is in city centre, and they are free to enter."
That sounds great. Can I get their phone number please?,Saint Catharine's college's phone number is 01223338300. Can I assist you with anything else?
"Yes, I'm looking for a place to stay with free parking and moderate prices.","Okay, there are several of those it looks like, are you also wanting to stay in the centre as well?"
"No need, but I'd like a hotel, not a guesthouse, that's in the 4 star range.",I do not have any listings for 4-star hotels with free parking. Perhaps you would like to try a different star rating?
How about a hotel that is the expensive price range?,"huntingdon marriott hotel is found in kingfisher way, hinchinbrook business park, huntingdon"
I will be needing a taxi from broxbourne train station,"Sure thing, when would you like to arrive or leave by?"
I must arrive there by 23:30,"Okay, where are you headed?"
"Hi, I am looking for an attraction in Cambridge called nusha.","Absolutely! Nusha is an entertainment venue in the south of town, located in Unit G6, Cambridge Leisure Park, Clifton Road, postcode cb17dy. Would you like their phone number as well?"
"Great, that's good to know it's int he south part of town.",May I help you with anything else?
A hotel would be nice.,Would you like a hotel or a guesthouse? What part of town do you want to stay in?
I would like an expensive guesthouse with free wifi please.,"I'm sorry, but we don't have any expensive guesthouses with free wifi. Would you like to try a different search?"
Can you just find me a moderately priced hotel?,Certainly! The A and B Guest House is a moderately-priced hotel. Would you like to stay there?
i need a plcae to stay with free parking no interned is needed,Do you have a price range or a location in mind?
"Yes, It needs to be in the east and be a cheap hotel.",The only places that meet your requirements are guesthouses. Is that alright?
That is okay with me. What is one of them?,"They are all cheap, located on the east, and get 4 stars. Allenball is located at 517a Coldham Lane. Would you like more information?"
Does it have free wifi?,The Allenbell actually does have internet. Are you interested in booking a room?
book it for 7 people and 5 nights starting from saturday.,"Okay, your books was successful and your reference number is E1WOL6YH . Is there anything else I can help you with today?"
Can you help me find an expensive restaurant to eat at in east Cambridge?,"I have 4 different food types available: British, Chinese, Gastropub and Indian. Does one of those appeal to you?"
I was wanting Korean. Do you see any Korean restaurants anywhere else in the city?,There is one expensive Korean restaurant in the centre called Little Seoul.
Can you book me a table there?,How many people will be in your party and when would you like the reservation?
"There will be 8 people, and I want to book it for 20:00 on Wednesday.",Booking was successful. The table will be reserved for 15 minutes. Reference number is : TY97W8SL .
Thank you very much.,Is there anything else that I could help you with?
Yes I was wondering if you could help me find a nightclub in the same area.,"Okay, there are 5 options. I recommend Club Salsa."
I'm looking for information on the cambridge belfry hotel.,"the cambridge belfry is cheap, located in the west, and has 4 stars. It has free internet and parking."
Can you book that for me?,"Sure, when were you looking to book for?"
I'm sorry i don't need that booked. Rather i need information on a place to dine. Preferably expensive and in the centre of town.,What about the Cambridge Chop House? It is located in the centre of town and has expensive food.
"Sure that sounds great! Can you please give me their address, postcode and what type of food do they serve?",The Cambridge Chop House serves British cuisine and is located at 1 Kings Parade with a postcode of cb21sj. Could I make a reservation for you?
I would love to get your help in arranging taxi service from Rajmahal to the Worth House. Can you help me with that?,I'll need to know when you would like to leave Rajmahal or arrive at the Worth House first.
The taxi should arrive at the Rajmahal by 16:15,"Great, I booked you a white audi the contact number is 07071131148. Anything else I can help you with."
I need a taxi to take me to finches bed and breakfast,Sure! What is your departure site?
I'm departing from aylesbray lodge guest house.,"Okay, when do you want to leave?"
Anytime after 11:45 will be fine.,Your booking is now complete.
"Hi, I'm looking for a nice play to stay in Cambridge that has free wifi.",There are many options; is there an area of the city that you would prefer?
"Yes, someplace in the west part of town would be nice.",I have 4 hotels in the west side of town. How about the Hobsons House? It's moderately priced and has free wifi.
"Yes, that sounds good!",Would you like me to make a reservation for you?
"Yes, reserve it for me for 3 people and 3 nights starting monday.",You are all set for 3 nights at Hobsons House. The reference number is UM6SFJM6 . Can I assist you with any other plans?
I am also looking for a moderately priced restaurant in the same area as the hotel.,"I have a british, indian, and italian restaurant in that price range in that area of town. Which woud you prefer?"
Are there any French restaurants?,"I'm sorry, the only moderately priced restaurants in the west are British, Indian, and Italian. Nothing serves french food. Perhaps I can check another part of the city?"
I am looking for a place to dine that serves Indian food. I would like a place in the expensive price range.,"Curry garden is available, would you like to try that?"
Is Curry Garden in the west? I kind of want something in that area.,"No, there is Tandoori Palance on 68 Histon Road Chesterton. Phone 0122350655."
What part of town is Tandoori Palance located in?,That is located in the west. Is there anything else I can help you with?
"Yes, I am also Interested in finding a college to visit in the west. Can you help with that?",There are 5 colleges in that area. Three are free and two have an entrance fee. Clare Hall and Magdalene are free. Do those suit your needs?
I am looking for yippee noodle bar.,Yippee Noodle Bar is at 40428 King Street City Centre. Would you like to make a reservation?
Yes please. I need a reservation for 6 people at 16:15 on Thursday.,Got it! your reservation is confirmed for Thursday at 16:15 for 6 people. your reference number is C73DB4I8 .
I'm also looking for places to go in town.,There are 79 different attractions in town. Do you have a specific area or type of attraction that you are looking for?
"Yes, I'm very interested in visiting a history museum. Is there a museum closer to the Yippee noodle bar or possibly within 5 to 8 miles is okay also","Broughton house gallery is one in the centre of town, would that work?"
i am looking for places to go in town. The attraction should be in the centre and should be in the type of entertainment.,"Sure, there are plenty of places. Would you like a particular kind of attraction?"
What do you recommend?,"We don't have an entertainment type attraction in town centre, maybe something else?"
How about a college?,i have 15 colleges in the centre of town. did you want to pay admission or would you like to enter free?
"Either is fine, can you suggest one for me to visit?",I would suggest christ's college.
Could I have the address please?,christ's college is nice their address is saint andrews street and it's free to get in
"Okay, great. I'm also looking for a hotel with free parking and a moderate price.",Which area are you looking for?
The area does not matter.,Okay how about the acorn guest house in the north?
Hello. Can you book a taxi for me? I need to travel from the Grafton Hotel Restaurant to Home From Home.,"No problem at all. What time do you want to leave and arrive by, respectively?"
leave after 22:30 and dont care when i arrive,"Alright, I've got a white skoda coming to pick you up at the Grafton Hotel Restaurant at 22:45, your contact number for them is 07935014262."
