question,answer
Can you tell me the address to a Chinese restaurant in Cambridge?,There are several Chinese restaurants in town. Which specific part of town are you interested in?
I am looking for one on the east side. However I need a indian restaurant not chinese.,Sorry about that. I have 4 Indian restaurants on the east side. Do you have a price range you'd like to stay within?
any price range is ok. I am also looking for places to go in town. The attraction should be in the type of college,i do not have a place by your description. can we change location?
Let's actually find an Indian restaurant first. What areas of town have indian places?,"There are Indian restaurants in the centre, south, east, north, and west. Do you have an area preference?"
Preferably in the east. Would like the phone number. Also looking for colleges to visit and need to book a taxi for 1:15. I will need the number and car type.,I can help with all of those but first let's find a restaurant for you. Do you have a price range? There's 2 moderate and 2 expensive restaurants.
I would like to find a train going to Norwich.,"Sure, I have a lot of options for you. What time do you need to arrive by? And on which day."
"Thursday, leave after 21:15. Depart from cambridge.",The TR9937 meets your criteria. Would you like to make a booking?
"Yes, for 2 people.",Yes the booking was successful and your reference number is YHNS4EJ1 .
i also want a place to go in the north side of town,Do you want an attraction or a restaurant?
Could you help me with some information about places I can go in town?,"Do you have a particular attraction or type of attraction in mind? We have boats, colleges, and a great deal of architecture."
I want to go to a museum.,I have several museums available. What part of town would you like?
Please focus your search to the west.,I would recommend the Lynne Strover Gallery. Admission is free.
plese get me the phone number and address,"The phone number is 01223295264 and the address is 23 high street, fen ditton. What else can I do for you?"
Yes I need a place to stay that is a hotel that is moderate and I need it for 5 nights for 1 person from Tuesday.,Okay what area would you like to stay in?
"I need the reference number too. I am not particular as to where, as long as it is near Cambridge.",Is parking and free wifi important to you?
I hope so. My brother recommended an eatery called Curry Prince. Can you help me find it?,Curry Prince is an Indian restaurant in the east part of town. It is moderately priced. The address is 451 Newmarket Road Fen Ditton.
Could I have their phone number as well?,Yes of course. the Curry Prince's phone number is 01223566388.
Thank you. I am also looking for places to go. Is there any swimming pool you can locate for me?,Sure. We have the Abbey Pool there in the same area as your restaurant. There are three others in other parts of town.
What is the entrance fee for Abbey Pool? Can I also get the address?,"I'm sorry, my system doesn't tell me the entrance fee. Address is Pool Way, Whitehill Road, Off Newmarket Road. Anything else you need?"
I am looking for the university arms hotel please.,Yes the University Arms hotel is located in the Centre. Would you like me to book it for you?
"Not now, I just need the address and also to know whether there is free parking.","There is a parking for the hotel, we will be happy to take your reservation at your earliest convenience."
Could you please give me the address of the hotel?,Their address is Regent Street. What else can I help you with?
Thats great thanks. I am also looking for a college in the centre to visit- can you make a recommendation?,"Sure. Christ's college is a nice, free attraction. Would you like the phone number?"
Hello! I'm looking for new places to go in Cambridge and am wondering if there is a theatre closeby.,There are four theatres in the centre and one in the south. Which area do you prefer?
Please recommend one for me that is in the center.,How about cambridge arts theatre? It's located at 6 saint edward's passage.
"Yes, that will do. I also need a place to stay.",In what area would you like to stay?
"I am looking for a place in the south, and I don't need parking. But I do need 4 stars and wifi!",Aylesbray Lodge Guest House matches all your criteria except it does have parking. Would that be a problem for you?
I would like to find a museum to go to located in the centre. Can you help me?,"There are, surprisingly, eleven museums in the centre of town. Looks like all of them are free. Is there specific you want to see?"
Nothing specific.Recommend one and send me their phone number.,I would recommend Broughton House Galley. Here is their phone number: 01223314960
Thanks so much. I am also looking for a place to dine. Can you help me?,"Yes, I can help you. What type of food are you interested in?"
"I don't care, just something good in the same area as Broughton House is. Try and stay in the moderate price range though.",Which area was that again?
I need a boat trip in the east please.,I have one place. What would you like to know about it?
"Yes, please tell me about it. I would like to know the postcode and area for it?",It is located in the east area and the postcode is cb58sx. The name of the place is Camboats.
"Perfect. I'm looking for a Thai place to eat, too. Can you help?",There is sala thong in the west of town and bangkok city located in the centre of town. Would you like me to book one for you?
"Yes, Bangkok City. What is the price range, address and phone number?",24 Green Street City Centre. It is an expensive place.
Could you also give me the phone number?,The phone number is 01223354382. Is there anything else I can help you with?
"Yes, I'm sorry, but I actually need an architecture attraction, not boats. Can you give me the postcode and area for the best one in town?",I'm sorry we don't have any architectural attractions in the east. Perhaps another area?
I would like to visit Clare College. Can you give me more information on it?,Of course! It's a college in west Cambridge at Trinity Lane cb21tl with phone number 01223333200. The entrance fee is 2.50 pounds. How else may I assist you?
You've told me everything I need to know. Thanks!,You are very welcome. Thank you for using our service.
Im looking for a expensive restaurant in the centre. Can you assist?,There are more than 30 of them. Did you have a cuisine in mind? If you're in a mood for a gastropub I can recommend The Slug and Lettuce.
"Hi, I am looking for a Venetian restaurant please.","Unfortunately, no venetian restaurants are available. Do you have a preference for another type of food?"
What other restaurants are there in the centre area that serve expensive food?,"We've got 33 different restaurants, everything from African, to British, Chinese, Indian, all the way to Turkish."
"Ok, how about something Indian?","There are 6 Indian restaurants in the area. Are you looking for one nearby, or maybe a specific dish, like curry?"
"Of the 6, what is your restaurant recommendation for good curry?",The Curry Garden is known for the great curry cuisine. Would you like me too book it for you?
Hi I am in the north looking for a place to stay. I'd prefer a hotel with 4 stars. Any suggestions?,The Archway House is a guesthouse in the north with four stars. It's moderately priced and includes wifi and parking. Should I book?
"Um, give me a minute please","Ok, let me know whenever you're ready."
"Yes, please. I need the reservation for 1 person for 5 nights starting on Wednesday.",Your booking was successful for 5 days at Archway House starting on Wednesday. Your reference number is UAUOPOBP .
i am looking for a place to stay. The hotel should be in the north and should include free wifi.,The Archyway House is a guesthouse in the north with free internet and parking. Would you like me to book for you?
"Does it have 4 stars? If so, go ahead and book it!","Sure thing! How many people will be staying, what day to you want your stay to start, and how long?"
"1 people, 4 nights starting monday. Thanks.",Booking was successful. Reference number is : 3AHJV6HE .
I am also looking for an attraction in the middle of town.,I can help you with that. What type of attraction are you looking for?
I would like something with architecture I think.,How about all saints church?
"I wanted to visit the Tenpin, could you tell me the hours it is open, and if there is an admission cost?",Sorry. I don't have the hours of operation or whether there is an entrance fee. Would you like the phone number so you can call to get the information yourself?
"That's OK, could you tell me what part of town it's located in?","Sure, it is in the south part of town. The address is Cambridge Leisure Park, Clifton Way."
"Hello, I need a train, please.",please tell me your destination and the time you wish to arrive.
I need to leave on friday after 9:15,Where are you departing from and where are you going?
I am departing from cambridge and going to stansted airport.,I have train TR2048 departing Cambridge at 9:40 and arriving at 10:08. Would you like me to book this for you?
What is the price and travel time?,The price is 10.10 pounds and the duration is 28 minutes.
Can you tell me more about a particular attraction called the ballare?,"Ballare is a nightclub located on heidelberg gardens, lion yard, cb23na. The entrance fee is 5 pounds. Is there anything else I can help you with?"
What is their phone number?,"The phone number for ballare is 01223364222, and the entrance fee is 5 pounds. Do you also need the address?"
"No thank you, I don't need the address. I would also like to find a place to eat on the east side that serves British food.",I have one such restaurant and it is called the Grafton Hotel Restaurant and is in the expensive price range. Would you like their address?
I'd like to find an expensive restaurant on the south side of town.,Do you have a food type preference?
"Yes. Chinese, please.",Peking restaurant is in the south and in the expensive price range. Would you like to reserve a table?
Reserve a table for 4 please.,For which day and time would you like?
Monday at 19:30 would be perfect.,I have made your reservation for Monday with reference #Y7I4EMPO . Can I help you any further?
I'm also looking for some entertainment in the same area as the restaurant.,"I have 2 great options for entertainment venues in the south. One is Nusha and the other is Tenpin. But, if you don't mind a suggestion I would say Nusha."
I am going to visit and would like to go to a nightclub. Any suggestions?,There are 6 nightclubs located in Cambridge. 5 in the Centre and 1 in the South; do you have a preference?
"No preference, surprise me. I'll just need the postcode.",The Soul Tree Nightclub I have heard is the best. Their postcode is cb23qf. Anything else you need?
Yes I need to find a hotel with free parking and 4 star rating.,There are 19 hotels available with a 4 star rating and free parking. Would you like to add any additional preferences?
"Yes, I'd prefer a hotel over a guesthouse and I need to stay in the north.","I'm afraid no hotel in the north matches your inquiry, perhaps a different star rating?"
"If there is no hotel availability, I will accept a guesthouse. Is one available?","Yes, there are 7 guesthouses in the north that meet your needs. 6 are moderate and 1 is cheap. Would you like more information?"
"My friend came here last year and told me a bout a place called camboats, can you give me more info?",camboats are boasts in the east. Anything else I can help with?
How much is the entrance fee?,They don't list an entrance fee. Would you like their address and phone number?
"Yes please, could you tell me?","Their address is the plough, green end, fen ditton and their phone number is 01223902112. Is there anything else I can help you with?"
A train that departs from broxbourne and going to cambridge. Leaves monday after 09:00.,The TR0559 will get you here by 10:30. Need a reservation?
"Hello, what places to go could you recommend in the Centre of town?",Were you interested in any type of place like a museum or architecture?
I am interested in the cinema. What are my choices? I'll need phone number and entrance fee information.,"Okay, Vue Cinema is in the centre and their phone number is 08712240240. I do not have the entrance fee available."
Thank you. Can you find out some information on the oak bistro for me as well?,"Oak Bistro is a British restaurant in the Centre of town. It's not too expensive, and is fairly close to the Cinema. Would you like me to book a table?"
I am looking for a college to see.,Do you have a part of town you would like to visit?
I'm not sure as I'm not familiar with the area. Do you recommend a particular college?,Clare college is nice and it is located in the west. Would you like more information on it?
"Yes, may I please have the address and postcode?","their address is trinity lane,cb21tl. phone number is 01223333200. anything else?"
"I would also like to find a Japanese restaurant, if there are any in town.",Cambridge does have one Japanese restaurant in the centre of town. It's expensive but well worth it. Would you like me to book it for you?
"Yes, please. I would need a reservation on Sunday for 3 at 11:30.",You're all set! Your reference number is AWAEPKRT .
Can you give me some information about colleges that I can visit while I am in town?,I see we have a total of 79 colleges.
"What colleges are in the centre? Please provide postcode, address, and phone number too.",There are thirteen colleges in the centre.
train should depart from peterborough and should leave after 21:45,Yes I will need your destination city and day of travel please.
I am planning a trip to town and want to sight see a bit. Can you let me know some attractions I may be interested in?,There are 79 attractions in the city. Do you have a specific type of attraction or specific area of the attraction that you are interested in?
I'd like something in the centre.,Great! How about All Saints Church? It has fantastic architecture and free entrance. Would you like more information?
Could I get the address for it? I would also like an expensive place to eat around it.,The address is Jesus Lane. What type of food would you like to eat?
I'm in the mood for Caribbean food.,"Unfortunately, there are no expensive caribbean restaurants in that area. Would you like me to check a different type of cuisine, or another area?"
Do you know of any places I can go for entertainment?,We have several options for you. Is there a specific area you will be in?
No specific area. Just the first thing that pops up.,Cherry Hinton hall and grounds is on the east part of town.
Okay how much does it cost? And where the postal code?,"The price is uknown at this time, and the postcode is cb18dw."
I am also looking for a train for Thursday departing from Stevenage.,There are many train departure options on Thursday. When do you want to leave and arrive by?
Can you find a moderate price restaurant in the centre?,We have 21. What sort of cuisine would you like?
"I would like to eat Chinese food, please.",There are three moderately priced Chinese restaurants in the Centre. Would you like me to recommend one?
"Yes, please. Just go ahead and make a booking with your recommendation. I'll need a table on Sunday at 11:45. It will be 8 people.",Booking was successful. The table will be reserved for 15 minutes. Reference number is : 9VDXYHIH .
"OK, could you maybe tell me which restaurant the reservation is at?",Jinling Noodle Bar and phone is 01223566188
"Hello, I am planning my trip and I need help booking a train. I'd like to go to Broxbourne and l need to leave after 13:00.",What day are you travelling on?
I'll be traveling on Sunday and leaving from Cambridge.,I have a departure at 13:01 and an every hour later at a minute after. Would you like me to book one of those for you?
Yes please book the closest one to my preferred time for 7 people. I would also appreciate a reference number.,Ok. I booked 7 tickets on TR4414. Your reference number is 4C0J1MKO .
"Great, thanks so much. Can you also recommend a park to visit in town?",Wandlebury Country Park is in the south and has free admission. Would you like the address?
do you know anything about emmanuel college?,"Emmanuel College is located in the center of town, on Saint Andrew's Street in postcode cb23ap. It's free to get in."
Is that their full address?,Yes it is. Can I help you with anything else today?
"I'm also looking for a recommendation on 4 star, moderately priced hotels.",The acorn guest house is a great place to stay. Would you like me to book you a room?
I'm looking for a restaurant in the west that serves Indian food.,I have many varying from moderate to expensive in price range. Do you have a preference?
What do you have in the expensive price range?,"I recommend Tandoori Palace, would you like me to book a table for you?"
"I don't need a reservation, but could you give me their address, postcode, and phone number, please?","Tandoori Palace is located at 68 Histon Road Chesterton, postcode cb43le. Their phone number is 01223506055. Is there anything else I can help you with?"
Yes. I am looking for a college as a place to go in town.,I would recommend Clare Hall would you like to visit that?
"I want see something particular, can you book reservations for anything?","Most things yes, can you let me know what you want to see?"
I'm interested in seeing sheep's green and lammas land park fen causeway,"It is located in the south,can I get the address for you?"
Yes and can I get the phone number please?,"The address is fen causeway, newnham road. The number is 01223302580."
I also need a place to stay in the north area.,i have five. any price range?
"moderately priced and a 4 star rating, please.",I actually have 7 guest houses that would meet your criteria. Do you need parking?
I'm hoping you can help me find a particular attraction.,"Sure, what are you looking for?"
I'm looking for a place called cambridge and county folk museum,Cambridge and county folk museum is located on the west area at 2-3 castle street postcode cb30aq.
Thank you. I'm also looking for a particular restaurant called the Meze Bar Restaurant please.,I have it here. What would you like to know?
Could you give me some places to go in Cambridge?,"We have some great museums in Cambridge as well as great restaurants, nightclub's, multiple sports and cinema's. Do you have anything particular in mind?"
I am looking for an attraction in the centre.,"Are you more interested by architecture, boats, cinemas, colleges, concerthalls, museums, nightclubs, parks, swimmingpools, or theatres?"
"I'm not really sure, you can surprise me with something you think would be fun. I just would need the postcode please.",How about all saints church? The postcode is cb58bs.
That'll work just fine. I'm also looking to book a train.,"There are over 2,800 trains - I will need some more information to narrow down your search. Let's start with your destination please."
"Of course, I would like to travel to Cambridge on Sunday.",Departure location? And do you have a preferred departure or arrival time?
i am looking for places to go in town. The attraction should be in the centre and should be in the type of mutliple sports.,"I'm sorry, we don't have a multiple sports attraction in town centre. Would you like something else?"
"Sure, is there a college I could visit? I'd like it to be in the town's centre please.",There are 13 colleges in the centre of town. Do you have a specific one you like to check out?
Which one would you suggest and what is the entrance fee?,"Sidney sussex college will be a mind blowing experience, would you like more information?"
Please let me know what the entrance fee is.,The entrance is free. Is there anything else I can assist with?
Can you tell me if there are any museums in the west part of town?,There are 7 museums in the west part of town. All but one are free to enter. Do you have any further criteria?
It needs to be in the west.,Would you like to visit cafe jello gallery? It is in the west with free entrance.
"Sure thing, may I have their phone number?",Their phone number is 01223312112
I also need a seafood restaurant that is in that same area,"Sorry, looks like there are no restaurants in the area with those requirements."
How about an expensive restaurant in the west serving European food?,The Cambridge lodge restaurant fits all your criteria. Can I book a reservation for you?
"Yes, I would like reservations for four for seven o'clock tomorrow evening.","I'm sorry that booking was unsuccessful, would you like to try another time or another day?"
I am looking for a place to dine that serves sri lankan food in the centre.,There are not any restaurants serving Sri Lankan food in the centre of town. Should I check another type of food?
"Yes, are there any options for Italian food in the centre?",There are 9 Italian restaurants in the center. Do you have a preferred price range?
"I'd like the address, phone number and postcode for one of the cheap restaurants, please.","Pizza Hut City Centre is located at Regent Street City Centre, cb21ab. The phone number is 01223323737. Could I be of further assistance?"
I'm looking for entertainment spots to visit near the restaurant. What kinds of things are there to do?,I have a lot of attractions to choose from in the centre. Perhaps you would be interested in visiting a church?
I'm interested in entertainment activities. Are there any theaters in the area of the restaurant?,"There are four theatres near the centre. They are: adc theatre, cambridge arts theatre, mumford theatre, and the cambridge corn exchange."
Can you tell me about colleges in the center of town?,There are 13 colleges in the centre of town. Some of them have free entrance and some of them charge a fee.
Would you be able to tell me whether there are any multiple sports venues in the center of town?,"There no places that match those criteria, but there is one in east."
"Actually, let's try looking for a college instead and still in the centre of town.",There are 13 colleges in the center of town. Most of them are free. Downing College on Regent Street is beautiful. Would you like the phone number?
"Yes, may I please get the phone number and the postcode as well?","Yes, the phone number is 01223334860 and the post code is cb21dq."
I'm also looking for somewhere to dine. Can you help with that?,"Absolutely, what kind of food would you like?"
I would like to find a museum in the centre.,How about broughton house gallery? It's free of charge.
Sure! What's the address of the Broughton House Gallery?,The address is 98 King Street. Can I help you with anything else?
"Yes, I am also looking for a moderate priced restaurant that serves turkish food.","Anatolia is an excellent choice. They're located at 30 Bridge Street City Centre, cb21uj. Would you like to book a table?"
Can you suggest somewhere around here where I can see multiple sports and is in the centre?,I'm sorry. I was unable to find anything that matched that criteria. Can I help you with something else?
"Yes, can you please see if there are any types of colleges located in the centre?","Yes there are five colleges in centre. Four are free to get into, one is 2 pounds."
Could you give me the address for the one that is 2 pounds.,That address is king's parade.
I need a train out of Cambridge as well. I need to leave on Friday.,What is your destination?
I want to go to Peterborough.,There are several available. Do you have a preference on time?
Please find a restaurant that serves Latin American food.,I'm sorry I couldn't find a Latin American restaurant is there another type of food you'd like?
Is there a British restaurant in the center of town?,"There isn't, I'm sorry, could there be anything else?"
"Oh no, my friend told me there was a really great British place in the centre. Can you double check?","We have wonderful British restaurants in the center of town! My favorite is The Cambridge Chop House, but it's a little expensive."
Sounds great. I want to book for 7 people on friday at 17:15.,Done! Your table will be reserved for 15 minutes. Your reference number is BMZ45SHV . Can I help you with anything else?
"I'm looking for something to do in the centre, what do you have?",There is a lot to do in the centre. What type of attraction are you most interested in?
Are there any good nightclubs in that part of town?,"There are 5 nightclubs in the centre, would you like more information about them?"
I think I would just like you to recommend one.,They just added a second floor at Club Salsa. It's a must see. They are located at 1 Station Road. The entrance fee is 5 pounds.
Thank you! I also need a train that goes to Peterborough and arrives there at 14:45. I will be leaving from Cambridge on Wednesday.,There are 18 available trains that day. Could you tell me what time you would be departing?
"I am a museum buff, does not matter what they have in them, I'll go. What museums are in Cembridge?",We have 79 museums in town. What part of town would you prefer?
"Anywhere should be fine, thanks!","Okay, how about byard art located on 14 king's parade?"
please get me their phone number and entrance fee,"They're free to enter, and their phone number is 01223464646."
That helps. Thanks. Can you help me find a train for Friday please?,"Yes, Where is your destiantion and what date & time?"
I'm looking for a museum in the town centre.,There are 11 museums in the town centre. What would you like the entrance fee to be?
"Find me the best deal, can I get the address and postcode of that?",Broughton house gallery has free entry at 98 king street postcod cb11ln
Thank you. Could you help find me a train that goes to London Kings Cross and arrives by 09:15?,What is your departure site and your departure day and time?
I would like to depart from Cambridge on Wenesday.,I have a train that departs from Cambridge and arrives at London Kings Cross at 07:51. Would you like to book it?
I would like to visit a museum.,Great! What area are you looking for?
Any area would be fine. Can you recommend one for me?,The cambridge and county folk museum is in the west area. Would you care for more information on it?
"I am looking for a restaurant near the centre, moderate priced, please.","Yes, are you wanting any particular type of food?"
I would like british food please.,How about the restaurant one seven that serves British food and is in the moderate price range?
That sounds great. Can you book a table for 8 people on Friday at 13:30?,I have made those reservations. Your reference number is F9G08K4X .
"Find me a college in the centre, please.","There are thirteen to choose from. Downing College is nice, and of course there's always Trinity College. Can I get you more information about them, or one of the others?"
"Maybe Trinity College. What's their entrance fee, phone number, and what postcode are they in, please?",Entrance fee is just 1 pound. Their phone is 01223338400 and post code is cb21tq. Does that sound good to you?
Yes thank you. I'd also like to find a restaurant in the same area.,"Any criteria come in mind for the restaurant as far as price, location, type of food?"
Would like to dine somewhere with a moderate price range.,The Oak Bistro is a nice British Restaurant in the centre. Does that sound appetizing?
Does that serve European food?,Yes it does serve European food. Would you like me to book it?
"Yes, I'd like a table for 2 on Tuesday at 18:45 if that's possible.","My apologies. The Oak Bistro is a British restaurant, but if you want a restaurant that specializes in European food, I'd suggest Galleria. How about booking that?"
I'm looking for a particular attraction called funky fun house.,"Yes, it is at 8 Mercers row, with a phone of 01223304705."
Can you tell me the address?,"8 Mercers Row, Mercers Row Industrial Estate. Anything else you need to know?"
i am looking for the gonville hotel,it is an expensive hotel in the centre. can i give you their contact?
"Actually, I am ready to book. Can you book the Gonville Hotel for 3 people for 5 nights, starting Thursday?",Booking was successful. Your reference number is ZP33SYC4 . Will that be all?
I would also like to find a boat attraction.,"There are four. One in the east, one in the north, and two in the centre. Which would you prefer?"
I'm actually looking for something in the South. If there are no boat attractions there can you find me a nightclub?,"There is one nightclub, The Place, would you like their information?"
I am looking for a train departing from stansted airport.,There are 133 trains departing from that location. What destination would you like to travel to?
I want to leave on monday after 21:45 and arrive in cambridge.,We have the TR7956 arriving in Cambridge on Monday at 22:52. Does that fit into your schedule?
Yes. Can you please book that for 5 people and provide my reference number for me?,"Booking was successful, the total fee is 50.5 GBP payable at the station . Reference number is : 6UVY4MBA . Is there anything else I can help with today?"
Can you tell me what types of entertainment are in the centre area?,There are no entertainment attractions located in the centre of town.
I am visiting the centre area and need to find an attraction to visit.,"There are 44 in the centre of town. Could we narrow it down to architecture, college, museum, or theater?"
What is one of your favorites? I would need the phone number and type of attraction.,"I actually prefer the cambridge university botanic gardens. They're classed as a park, and their number is 01223336265."
Thanks! I'm also looking for somewhere to stay while I'm in town.,Sure. Do you have any other criteria?
"Yes, it needs to be in the same area as the attraction, cheap price range, free wifi but doesnt need to have free parking. Do you have anything like that?","We have alexander bed and breakfast and el shaddai, both are guesthouses any preference?"
I'm looking for a concerthall in the centre.,The place to go is the man on the moon. Need a phone number?
No thanks. I'm actually looking for an address please.,The address is 2 norfolk street.
i'm also trying to catch a train on saturday.,"Sure, I can help you with that. What time were you wanting to leave around?"
I would like to leave after 8:15.,Which stations will you be using?
Broxbourne and Cambridge.,Which will you be leaving from ?
I will be departing from Broxbourne.,One more question: What day will you be travelling?
I would like to know what tourist attractions are in the south end of town? Preferably something family friendly and moderately priced.,Are you perhaps looking for a hotel? I've got two moderately priced guesthouses on the south end.
"I'm looking for a place to stay in the centre of town with some moderate pricing and they must include free parking, can you help me with that?","I am sorry but I am not finding anything in the moderate price range for the centre of town. However, I did find two in the south."
No let's try the east side of town.,"Yes I have two options for you, both with free parking. both are guesthouses and one is a bed and breakfast."
Let's try the guesthouse. Could you please book it for 2 people for 3 nights from Thursday? I will need the reference number as well.,I successfully booked your room at the Warkworth House. The reference number is UH7ZYX20 .
I'm hoping to find a french restaurant in Cambridge.,There are two. Both are expensive. One is in the north and one is in the centre. Do you have a preference?
How about the North? Can I get a table there Thursday at 16:30 for 7?,"I'm sorry, Restaurant Two Two doesn't have availability then. Would you like to try a different day or time?"
"Yes, would I be able to get a table there Thursday at 18:00 for 7?",I'm sorry 18:00 on Thursday is also unavailable. Would you like to try a different day?
Well how about 15:30 then?,The booking was successful. The table will be reserved for 15 minutes. Reference number is : OAEJMYOI .
I am also looking for an attraction to go to. Is there any in town?,"We have nearly 80 different attractions in town. First off, is there a type of attraction you would prefer? Or an area of town to search in?"
I need a 4 star place to stay in the north.,I found 5 guesthouses in the north. The Acorn Guest House has free internet and parking. Can I book this guesthouse?
Not at this time. Let me think about it. Thanks!,Okay. Is there anything else I can do for you today?
"Actually, I would like to book the Acorn Guest House for wednesday.",Certainly! How many people are staying and how many nights will you require?
It will be 3 nights for 8 people.,"Unfortunately, they were not available for that stay. Would you like to try a shorter stay?"
Can we please try for 2 nights?,The booking has been completed. Your reference number is : 01P47PJ5 . Is there anything else I could do for you?
I am looking for information in Cambridge,"great, what would you like to know?"
I would like to find a place with multiple sports in the centre of the city.,"Unfortunately, the only multiple sports place I have is in the east. Is there something else you might be interested in?"
How about a college instead?,There are quite a few. Some have entrance fees while other are free. Do you have a preference?
"No, no preference. Which one do you recommend?",Christ's college is in the centre of town. Would you like some information on it?
"Yes, may I have their address and entrance fee?",There is no entrance fee for christ's college and it's address is saint andrew's street.
i need a place to stay,Luckily there is something for everyone here. Could you tell me a little more about what you're looking for?
"2 stars, free parking and WiFi, located in the south, please.","There are no hotels with a 2 star rating that meet your criteria. However, we have several 3 and 4 star options. Would you be interested in one of those?"
do you have a 2 star in the east ?,"We do. Express by Holiday Inn Cambridge. Would you like their number, or a reservation?"
"Can you reserve me a room for Friday for 4 people, 2 nights please?",I was able to book you per your request. Your reference number is : F91TKJ02 .
"Okay, great. Thank you!",Thank you. Is there anything else?
I am also looking for a theatre to visit. Do you have any recommendations?,"We have five choice, any preferences?"
I need some information on Cambridge. I'm looking for places to go in town.,how about all saints church? it has free admission.
"Sure, could you send me the postcode? Is that a architecture?",Yes it is architecture. The post code is cb58bs. Can I help with anything else?
I would like a hotel in the same area as all saints church.,We have the leverton house at newmarket road with postcode cb58rs. It is cheaply priced. Is that okay for you?
That's it Thank you,You're welcome. Can I help you with anything else today?
Please find a place that serves Indian food.,"Sure, is there a price range you would like to stay in?"
"In the moderate range, please",Is there a specific area you would like to dine in?
"No, I don't have a preference. Any you pick will be fine. I need to book on Sunday at 14:00 for 4 people, please?",Your reservation at rajmahal was successful. The table will be reserved for 15 minutes. Reference number is : XYIQ88JZ .
"Thank you! Can you also tell me about Whipple Museum of the History of Science, please?",The Whipple Museum of the History of Science is in the centre of town on free school lane. Admission is free.
"Yes hi, I'm looking for an expensive place to dine.",Did you have a particular area you would like to visit?
"The north that serves tuscan food and is insanely expensive, money is no object.",We have no matching records for that. Would you like to change something?
That is disappointing. How about some French food?,Restaurant Two Two serves French food and is very expensive. Will that work for you?
"That sounds lovely. What's their phone number, address and postcode?","Their phone number is 01223351880. They are located at 22 Chesterton Road Chesterton, post code cb43ax. Is there anything else I can help you with tonight?"
Howdy! I'm looking for a cheap place to eat in the city centre.,How about The River Bar Steakhouse and Grill that serves Modern European?
Sounds good. May I have their telephone number please?,"Certainly, that number is 01223307030. Will you need a reservation this evening?"
Not at the moment. Can you also look up the attractions near the restaurant as well?,All Saints Church is in the area on Jesus Lane. Would you like me to go ahead and book a reservation for you at this time?
I'm looking for places to go in the centre area.,I have 44 places to go in centre. What type of place are you looking for?
I am looking for a college with free admission.,I would recommend Christ's College. It is a wonderful campus. They do offer free entrance also. Any other info I can provide you with?
Can I get the phone number and address for the College?,"Yes, the address is saint andrew's street and the phone number is 01223334900. Is there anything else I can assist you with today?"
"Hi, I can't wait to get to Cambridge and am especially excited about seeing some local tourist attractions. I could definitely use some help with the rest of my trip.","Cambridge has many important and historic sites to visit, can you tell me what types of attractions interest you most?"
"Actually, skip that. Let's see if there's a great restaurant to try instead. I am open as far as cuisine but want something expensive in the centre of town.",There are 33 restaurants including Bedouin which is African cuisine.
"Sounds good, could you book me a table for 5 on Monday at 17:00?",Congradulatoions your reservation was successful. Your reference number is 4H8L8VFA
"After dinner we would like to visit a park. Can you find one for me. Please let me know the entrance fee, postcode, and area. Thank you!","Sure, there are a number of parks. Was there a specific area of town you were looking for?"
I don't have a preference for the area.,I recommend Wandlebury Country Park on the south side of town. Entrance is free and the postcode is cb223ae.
Please help me find an expensive thai restaurant.,Would you like to try sala thong? It is in the west part of town.
That sounds good. Can you book me a table on Thursday at 16:30?,Sure I can help with that. How many people shall I make the reservation for?
"There will be five people, can I get the phone number in case I have to change it?",01223323178 is the phone number
"Thanks, so can you make the reservation for me?",Reference number is : W2OO5LNF . Is there anything else?
please find me a good cinema to go,what about vue cinema? It's located in the centre.
Can I have the postcode and phone number?,Sure. The postcode is CB11PS and the phone number is 08712240240.
I'm also looking for a place to stay in. Can you find me a 4 star place?,We have 21 hotels and guesthouses ranked 4 stars. Do you have a particular area of the city you'd like to stay in?
I would like something in the west. It doesn't need to have internet.,There are 3 hotels in the west. Two are cheap and one is expensive. Do you have a price preference?
Let's go with the cheap one.,"There are 2. Would you like to stay in a guesthouse, or in a hotel?"
A hotel would be perfect!,Ok. So that is the cambridge belfry. Should I make a reservation for you?
What is the price range?,"The cambridge belfry is in the cheap range, with 4 star rating has internet and parking. Should I book a room for you?"
I'm looking for a popular museum in the area.,There are 23 museums in the area. Do you have a particular part of town you are interested in?
I'm interested in the centre of town.,"Yes I have several. I have contemporary art, anthropology and others. Any type intrigue you?"
"Can you please provide me the entrance fee, phone number and address of a contemporary art museum in the centre of town?",broughton house gallery museum is free and their phone number is 122 331 4960.
What is the address of that museum?,Broughton House Gallery is located at 98 King Street. Is there any other information you need?
I am also looking for a hotel called alpha-milton guest house.,The alpha-milton guest house is located at 63 milton road postcode cb41xa. The phone number is 01223311625. Would you like me to create a booking?
i am looking for somewhere to go in the centre of Cambridge,"Oh, I suggest my favorite! It's Holy Trinity Church, beautiful architecture, and it's located on Market Street. It's free. Would you like their phone number?"
"No, Is that a museum or a church.","It's actually not a museum, but considered an architecture attraction. Were you interested in a specific type of attraction?"
no. also find me a hotel by the name warkworth house,"The Warkworth House is a guesthouse in the East, it's moderately priced and rated 4 stars. I would love to assist you in booking a room if you would like?"
"Yes, please. Can you reserve a room for Monday for 5 people, 3 nights?",Yes your reference number is 53LJQ4H6 .
I am looking for a portuguese place to dine in the south.,I'd recommend nandos. Would you like to make a reservation?
